cbsa_code,cbsa_name,year,topmetro,metrosize,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Employment-to-Population Ratio,Median Earnings,Relative Income Poverty Rate
39900,"Reno, NV Metropolitan Statistical Area",2018,1,Midsized,23642,245286.39,30604779520,51239.512,124771.62,65348.051,0.773937523,35529.51953,0.223756626
39900,"Reno, NV Metropolitan Statistical Area",2019,1,Midsized,26030,250981.38,31093977088,52298.117,123889.58,65372.648,0.77001673,36111.67188,0.230171248
40060,"Richmond, VA Metropolitan Statistical Area",2009,1,Very Large,51199,605534.69,75509637120,52147.285,124699.12,64026.926,0.713013351,36101.49609,0.277768224
40060,"Richmond, VA Metropolitan Statistical Area",2010,1,Very Large,45898,600840.81,76032253952,52229.664,126543.08,63986.961,0.698680699,36677.84375,0.27340886
40060,"Richmond, VA Metropolitan Statistical Area",2011,1,Very Large,46506,605568.31,75456331776,52166.695,124604.16,63034.762,0.709023952,36029.14063,0.281293064
40060,"Richmond, VA Metropolitan Statistical Area",2012,1,Very Large,44981,617055.94,79318360064,51956.176,128543.23,65497.422,0.706987441,34957.88672,0.286707491
40060,"Richmond, VA Metropolitan Statistical Area",2013,1,Very Large,46514,621959.81,79449718784,51555.023,127740.92,64986.941,0.715690672,34004.30078,0.276964337
40060,"Richmond, VA Metropolitan Statistical Area",2014,1,Very Large,46789,627737,80168255488,51972.52,127709.93,64913.25,0.728289545,33990.62109,0.272179633
40060,"Richmond, VA Metropolitan Statistical Area",2015,1,Very Large,48297,646872.63,83015303168,53134.547,128333.3,66589.906,0.739755869,35070.98438,0.270934492
40060,"Richmond, VA Metropolitan Statistical Area",2016,1,Very Large,51537,655316.5,82746671104,53081.766,126269.78,65751.75,0.740439415,37038.44531,0.276323706
40060,"Richmond, VA Metropolitan Statistical Area",2017,1,Very Large,52641,664700,84627038208,53894.418,127316.14,66658.242,0.744963884,37544.51953,0.261744738
40060,"Richmond, VA Metropolitan Statistical Area",2018,1,Very Large,54564,668702.69,86659121152,53769.125,129592.89,67646.789,0.759796739,38587.80078,0.26516059
40060,"Richmond, VA Metropolitan Statistical Area",2019,1,Very Large,57210,674903.81,87067009024,54661.848,129006.54,67394.539,0.758114219,37210.60156,0.256165475
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2009,1,Very Large,192093,1228122.3,144000000000,45220.438,117409.66,34656.172,0.645379186,31472.95703,0.265927047
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2010,1,Very Large,172764,1200676.9,143000000000,44931.484,119381.63,33786.996,0.618431687,31454.77148,0.264613509
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2011,1,Very Large,163350,1212938.5,145000000000,44475.25,119542.36,33760.422,0.616820276,31513.91797,0.267629862
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2012,1,Very Large,165247,1260393.4,145000000000,43561.023,115107.77,33469.566,0.61242348,29464.79883,0.272046059
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2013,1,Very Large,159511,1285375.6,149000000000,43657.5,115999.81,34123.715,0.626030505,30466.34961,0.271753222
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2014,1,Very Large,157534,1343538.9,155000000000,43887.324,115347.17,35098.84,0.631727993,28945.31445,0.26255843
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2015,1,Very Large,169095,1405867.1,166000000000,45956.574,117928.94,37162.961,0.648124397,29384.43164,0.25767982
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2016,1,Very Large,170138,1454475.9,171000000000,46142.652,117347.95,37827.617,0.653700471,31482.53125,0.260720402
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2017,1,Very Large,175769,1503627.1,175000000000,46337.16,116581.33,38392.102,0.667542458,30985.0293,0.236901999
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2018,1,Very Large,184442,1549864.5,181000000000,46559.273,117019.97,39319.988,0.686201811,32395.11523,0.242932752
40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",2019,1,Very Large,192740,1595348.6,182000000000,47693.027,114205.41,39176.93,0.685091078,34932.96875,0.241112858
40220,"Roanoke, VA Metropolitan Statistical Area",2009,1,Midsized,12066,155034.44,15345307648,43138.93,98979.992,49852.211,0.69817996,32914.84766,0.26505154399999997
40220,"Roanoke, VA Metropolitan Statistical Area",2010,1,Midsized,10512,152483.78,15331294208,42786.426,100543.77,49681.922,0.707151353,31826.24414,0.268154919
40220,"Roanoke, VA Metropolitan Statistical Area",2011,1,Midsized,10189,151469.34,15244171264,42770.441,100641.95,49312.504,0.706699789,34061.04297,0.254777223
40220,"Roanoke, VA Metropolitan Statistical Area",2012,1,Midsized,9376,153996.84,15220436992,42917.145,98836.031,49022.438,0.717543244,32995.25391,0.251195639
40220,"Roanoke, VA Metropolitan Statistical Area",2013,1,Midsized,9756,154860.05,15072962560,42840.91,97332.805,48329.676,0.702823341,29860.05078,0.246789962
40220,"Roanoke, VA Metropolitan Statistical Area",2014,1,Midsized,9047,155973.84,15068986368,42900.504,96612.266,48182.672,0.709834993,32088.21484,0.277981132
40220,"Roanoke, VA Metropolitan Statistical Area",2015,1,Midsized,9395,157143.81,15554514944,44198.016,98982.68,49670.816,0.721008539,33023.09766,0.292054653
40220,"Roanoke, VA Metropolitan Statistical Area",2016,1,Midsized,10481,158160.92,15440665600,44359.492,97626.305,49386.898,0.697262526,33331.50781,0.249779284
40220,"Roanoke, VA Metropolitan Statistical Area",2017,1,Midsized,9580,157553,15273084928,44215.531,96939.344,48797.668,0.746521235,34476.01953,0.25377658
40220,"Roanoke, VA Metropolitan Statistical Area",2018,1,Midsized,10335,158146.98,15640732672,44524.305,98899.977,49965.125,0.736859739,34470.77344,0.279826641
40220,"Roanoke, VA Metropolitan Statistical Area",2019,1,Midsized,10569,158360.81,15703181312,45025.641,99160.781,50134.348,0.74632591,35087.29688,0.263579011
40380,"Rochester, NY Metropolitan Statistical Area",2009,1,Very Large,36338,498248.44,60471128064,47979.25,121367.42,56098.734,0.704080284,32520.54492,0.285423934
40380,"Rochester, NY Metropolitan Statistical Area",2010,1,Very Large,34715,498767.53,61884878848,48119.383,124075.59,57302.191,0.696729541,34459.40625,0.29207775
40380,"Rochester, NY Metropolitan Statistical Area",2011,1,Very Large,33988,504804.16,61151600640,47710.184,121139.26,56540.34,0.697850764,33500.51953,0.296637774
40380,"Rochester, NY Metropolitan Statistical Area",2012,1,Very Large,35002,507319.97,62526984192,47523.707,123249.61,57814.629,0.712075889,32968.13672,0.282186121
40380,"Rochester, NY Metropolitan Statistical Area",2013,1,Very Large,34481,508397.41,63131017216,47727.68,124176.51,58360.836,0.70097965,32438.79883,0.282150626
40380,"Rochester, NY Metropolitan Statistical Area",2014,1,Very Large,33306,509702.81,63430590464,48179.719,124446.23,58726.918,0.718127191,31996.37695,0.282324493
40380,"Rochester, NY Metropolitan Statistical Area",2015,1,Very Large,34118,514350.91,65249271808,50200.555,126857.5,60579.105,0.72226125,32422.86914,0.289026022
40380,"Rochester, NY Metropolitan Statistical Area",2016,1,Very Large,34786,518848.03,65027284992,49653.402,125330.12,60543.266,0.729209363,32447.42773,0.285634696
40380,"Rochester, NY Metropolitan Statistical Area",2017,1,Very Large,34693,519092.97,65575505920,50030.074,126327.09,61173.352,0.741477311,33502.88281,0.275292546
40380,"Rochester, NY Metropolitan Statistical Area",2018,1,Very Large,33803,523538.97,66565865472,49891.727,127145.95,62116.984,0.738046229,35544.75391,0.269756287
40380,"Rochester, NY Metropolitan Statistical Area",2019,1,Very Large,35186,525176.25,66161299456,50541.473,125979.23,61853.57,0.750896215,35951.58203,0.26148048
40420,"Rockford, IL Metropolitan Statistical Area",2009,1,Midsized,11421,143388.63,15041785856,45264.773,104902.23,43005.285,0.674116969,31423.38672,0.303459495
40420,"Rockford, IL Metropolitan Statistical Area",2010,1,Midsized,10714,142262.19,15382332416,45258.578,108126.63,44052.227,0.670791984,29464.05859,0.278721482
40420,"Rockford, IL Metropolitan Statistical Area",2011,1,Midsized,9725,144222.64,15667737600,45635.602,108635.77,45051.621,0.67490977,29179.31836,0.272609621
40420,"Rockford, IL Metropolitan Statistical Area",2012,1,Midsized,9096,147132.36,15857005568,45599.316,107773.74,45853.48,0.687618017,32036.39063,0.295174688
40420,"Rockford, IL Metropolitan Statistical Area",2013,1,Midsized,8816,146391.55,15739611136,45533.023,107517.21,45662.824,0.695962727,28592.9082,0.275328249
40420,"Rockford, IL Metropolitan Statistical Area",2014,1,Midsized,8336,148758.31,15658217472,45674.043,105259.45,45729.574,0.704744518,30818.41016,0.290734231
40420,"Rockford, IL Metropolitan Statistical Area",2015,1,Midsized,8844,150378.31,15670276096,46744.914,104205.69,45990.707,0.721310437,31786.24609,0.272952944
40420,"Rockford, IL Metropolitan Statistical Area",2016,1,Midsized,9044,150100.64,15776390144,53703.648,105105.41,46451.016,0.710861862,31352.80859,0.263005823
40420,"Rockford, IL Metropolitan Statistical Area",2017,1,Midsized,9354,148116.63,16058344448,47234.043,108416.9,47482.645,0.712783873,33524.04688,0.28776449
40420,"Rockford, IL Metropolitan Statistical Area",2018,1,Midsized,8364,151609.14,16854118400,47987.57,111168.23,49995.902,0.752782464,30634.31055,0.271785378
40420,"Rockford, IL Metropolitan Statistical Area",2019,1,Midsized,8416,149847.66,16695109632,48173.293,111413.89,49670.68,0.732448459,31115.98828,0.263871312
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2009,1,Very Large,123319,NA,NA,56117.16,133881.77,56431.047,0.671350002,36956.99219,0.279174149
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2010,1,Very Large,108838,NA,NA,55855.91,136382.63,55336.281,0.640664697,36543.39844,0.289411604
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2011,1,Very Large,101688,NA,NA,56197.668,137996.34,55174.129,0.642902017,34971.76172,0.296844453
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2012,1,Very Large,97879,NA,NA,55463.074,134746.25,55627.16,0.654586554,33963.16016,0.30130434
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2013,1,Very Large,93015,NA,NA,55838.539,137377.72,56378.277,0.657448769,35009.30078,0.290480494
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2014,1,Very Large,90337,NA,NA,56365.777,138284.13,57315.211,0.666819155,33967.80469,0.2826989
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2015,1,Very Large,93312,NA,NA,58159.906,141042.86,59456.355,0.681550145,35081.83594,0.287970126
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2016,1,Very Large,97598,NA,NA,58433.77,139303.41,59714.832,0.689998925,37041.87109,0.278196633
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2017,1,Very Large,99371,NA,NA,59099.676,140427.42,60645.324,0.699306428,37963.95703,0.277225375
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2018,1,Very Large,109453,NA,NA,59307.969,141508.16,62227.449,0.713270068,40949.44141,0.272615641
40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",2019,1,Very Large,112075,NA,NA,60669.918,138901.5,61853.57,0.726054907,40123.875,0.250448555
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2009,1,Very Large,NA,898913.06,120000000000,56117.16,133881.77,56431.047,0.671350002,36956.99219,0.279174149
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2010,1,Very Large,NA,873813.25,119000000000,55855.91,136382.63,55336.281,0.640664697,36543.39844,0.289411604
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2011,1,Very Large,NA,868794.81,120000000000,56197.668,137996.34,55174.129,0.642902017,34971.76172,0.296844453
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2012,1,Very Large,NA,904205.25,122000000000,55463.074,134746.25,55627.16,0.654586554,33963.16016,0.30130434
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2013,1,Very Large,NA,907169.31,125000000000,55838.539,137377.72,56378.277,0.657448769,35009.30078,0.290480494
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2014,1,Very Large,NA,926615.19,128000000000,56365.777,138284.13,57315.211,0.666819155,33967.80469,0.2826989
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2015,1,Very Large,NA,954014.44,135000000000,58159.906,141042.86,59456.355,0.681550145,35081.83594,0.287970126
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2016,1,Very Large,NA,982305.56,137000000000,58433.77,139303.41,59714.832,0.689998925,37041.87109,0.278196633
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2017,1,Very Large,NA,1001736,141000000000,59099.676,140427.42,60645.324,0.699306428,37963.95703,0.277225375
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2018,1,Very Large,NA,1029855.5,146000000000,59307.969,141508.16,62227.449,0.713270068,40949.44141,0.272615641
40900,"Sacramento--Roseville-Folsom, CA Metropolitan Statistical Area",2019,1,Very Large,NA,1052581.5,146000000000,60669.918,138901.5,61853.57,0.726054907,40123.875,0.250448555
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2009,1,Very Large,114434,1304773.5,159000000000,50969.727,122160.99,57347.699,0.720202684,34459.37109,0.267425597
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2010,1,Very Large,100924,1301853.5,162000000000,51088.082,124680.86,58178.082,0.71302104,34490.32422,0.276028782
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2011,1,Very Large,98462,1315078.1,163000000000,51245.566,123608.14,58155.758,0.712369978,34023.80469,0.270215541
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2012,1,Very Large,96887,1321861.3,163000000000,51328.156,123215.65,58238.293,0.716071129,33007.71094,0.269643068
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2013,1,Very Large,98479,1329176.5,162000000000,50908.41,121872.13,57864.328,0.721794009,34507.95703,0.269081444
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2014,1,Very Large,98886,1341644.9,164000000000,51782.551,122014.12,58392.617,0.720414221,33928.06641,0.275148928
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2015,1,Very Large,105180,1366081.5,166000000000,52967.102,121162.02,58955.305,0.745696187,34003.5625,0.27504462
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2016,1,Very Large,109048,1379726.3,166000000000,52881.5,120365.21,59194.77,0.746735513,36994.86719,0.272309899
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2017,1,Very Large,104007,1396772.6,168000000000,53337.801,119996.88,59737.281,0.759844005,36512.55859,0.267441481
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2018,1,Very Large,103134,1408430.1,174000000000,54534.605,123432.27,62000.113,0.75742662,37534.83984,0.264176279
41180,"St. Louis, MO-IL Metropolitan Statistical Area",2019,1,Very Large,106325,1418267.3,174000000000,55141.063,122966.21,62213.617,0.761797667,39061.1875,0.259740114
41420,"Salem, OR Metropolitan Statistical Area",2009,1,Midsized,15521,157571.23,15338759168,40884.652,97344.922,39500,0.663577616,26443.85742,0.253346354
41420,"Salem, OR Metropolitan Statistical Area",2010,1,Midsized,14174,155759.56,15027978240,40562.016,96481.898,38387.699,0.648481011,26415.89844,0.279702902
41420,"Salem, OR Metropolitan Statistical Area",2011,1,Midsized,12865,153947.17,14960530432,40290.691,97179.641,37973.012,0.636330366,26847.45313,0.262488246
41420,"Salem, OR Metropolitan Statistical Area",2012,1,Midsized,12237,154821.36,14578377728,40197.988,94162.578,36807.023,0.657106698,26379.41992,0.254595608
41420,"Salem, OR Metropolitan Statistical Area",2013,1,Midsized,11521,158303.58,15084709888,40552.516,95289.758,37899.852,0.673658431,26855.08203,0.27989617
41420,"Salem, OR Metropolitan Statistical Area",2014,1,Midsized,12556,163979.94,15650232320,41326.363,95439.922,38922.02,0.674026191,25333.625,0.271208763
41420,"Salem, OR Metropolitan Statistical Area",2015,1,Midsized,13269,170982.17,16707986432,42574.441,97717.711,40948.738,0.690413535,27676.04492,0.271184057
41420,"Salem, OR Metropolitan Statistical Area",2016,1,Midsized,13398,175163.53,17657518080,43742.047,100805.91,42362.656,0.719358623,29437.61328,0.27439034
41420,"Salem, OR Metropolitan Statistical Area",2017,1,Midsized,15290,178551.2,18424774656,44708.078,103190.42,43429.867,0.695741832,30922.29492,0.248078361
41420,"Salem, OR Metropolitan Statistical Area",2018,1,Midsized,16332,181248.13,19091546112,45690.852,105333.76,44357.27,0.723011255,30082.57422,0.257507175
41420,"Salem, OR Metropolitan Statistical Area",2019,1,Midsized,20161,184624.83,19193192448,46809.453,103957.8,44233.828,0.711133361,31976.36523,0.280753732
41500,"Salinas, CA Metropolitan Statistical Area",2009,1,Midsized,23041,173394.5,20413069312,47517.332,117726.16,49756.059,0.674054861,29855.97656,0.272789538
41500,"Salinas, CA Metropolitan Statistical Area",2010,1,Midsized,20826,175051.31,20339070976,46962.832,116189.2,48848.199,0.665489435,28326.96289,0.251627237
41500,"Salinas, CA Metropolitan Statistical Area",2011,1,Midsized,19193,176482.45,20210278400,46327.035,114517.21,48067.523,0.649392962,25812.26758,0.229899779
41500,"Salinas, CA Metropolitan Statistical Area",2012,1,Midsized,19134,183049.2,20469272576,45538.23,111823.88,48187.031,0.692355096,25282.54492,0.235153154
41500,"Salinas, CA Metropolitan Statistical Area",2013,1,Midsized,16377,183874.42,20854833152,45788.32,113418.89,48873.32,0.656831384,27208.94727,0.232707307
41500,"Salinas, CA Metropolitan Statistical Area",2014,1,Midsized,16349,189443.38,21413875712,45815.098,113035.76,49976.953,0.662849069,26803.0957,0.236181632
41500,"Salinas, CA Metropolitan Statistical Area",2015,1,Midsized,16017,193425.94,22678855680,47437.965,117248.27,52673.906,0.68983233,26446.17383,0.210869387
41500,"Salinas, CA Metropolitan Statistical Area",2016,1,Midsized,15587,196838.86,23532341248,48293.559,119551.3,54227.855,0.698562622,26955.14844,0.19835639
41500,"Salinas, CA Metropolitan Statistical Area",2017,1,Midsized,18170,198289.5,23857090560,49212.695,120314.45,54902.703,0.705668747,30825.33594,0.2107234
41500,"Salinas, CA Metropolitan Statistical Area",2018,1,Midsized,19460,203537.78,24384528384,49100.008,119803.45,56192.023,0.700948954,30104.04492,0.207941577
41500,"Salinas, CA Metropolitan Statistical Area",2019,1,Midsized,20638,205853.98,24415107072,49789.035,118604.01,56248.102,0.716219783,31802.59961,0.197617546
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2009,1,Midsized,14340,148705.48,16168224768,39174.27,108726.48,43632.102,0.697202325,28886.65625,0.29671675
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2010,1,Midsized,12696,148055.44,16469958656,39125.988,111241.84,43940.863,0.661869943,30982.50391,0.28099966
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2011,1,Midsized,12392,146675.66,16170488832,38464.855,110246.57,42756.898,0.641994536,28908.77734,0.311012059
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2012,1,Midsized,11965,148494.83,15995590656,38098.188,107718.17,41959.391,0.689231575,30951.43945,0.300947964
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2013,1,Midsized,12353,148786.11,16270307328,38500.805,109353.68,42308.121,0.65528965,27443.44727,0.279511124
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2014,1,Midsized,11397,151375.8,17043799040,39142.988,112592.63,43840.766,0.685429275,28985.91016,0.260872096
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2015,1,Midsized,11110,154861.95,17975902208,40379.711,116076.94,45679.07,0.662935436,31905.58203,0.27855882
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2016,1,Midsized,12611,158354.75,18146492416,40785.281,114593.92,45516.891,0.70248884,31803.14063,0.242112592
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2017,1,Midsized,13270,161634,18367262720,41198.723,113634.9,45446.086,0.701212585,30942.20508,0.285149068
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2018,1,Midsized,13552,164703.55,18908237824,40966.074,114801.65,46117.766,0.692813575,30178.92383,0.2704992
41540,"Salisbury, MD-DE Metropolitan Statistical Area",2019,1,Midsized,15216,166620.2,18987583488,41672.578,113957.27,45673.309,0.708166838,30761.3418,0.276407897
41620,"Salt Lake City, UT Metropolitan Statistical Area",2009,1,Very Large,66500,609095.63,70032637952,49526.281,114978.07,65206.508,0.755999386,31420.42188,0.272888482
41620,"Salt Lake City, UT Metropolitan Statistical Area",2010,1,Very Large,58998,607429.81,71523835904,49643.855,117748.32,65529.344,0.728943169,30928.5,0.280736953
41620,"Salt Lake City, UT Metropolitan Statistical Area",2011,1,Very Large,54963,618766.38,74033225728,49613.73,119646.5,66889.438,0.744823158,30918.01172,0.27678445
41620,"Salt Lake City, UT Metropolitan Statistical Area",2012,1,Very Large,56108,641634.56,75578974208,50210.867,117791.31,67256.164,0.746871233,30965.70703,0.263617188
41620,"Salt Lake City, UT Metropolitan Statistical Area",2013,1,Very Large,59383,656864.5,76373393408,49886.258,116269.64,66992.734,0.748134136,32470.46289,0.262685895
41620,"Salt Lake City, UT Metropolitan Statistical Area",2014,1,Very Large,60128,679317.88,78878892032,50508.715,116114.84,68504.141,0.763338685,31529.7832,0.258047789
41620,"Salt Lake City, UT Metropolitan Statistical Area",2015,1,Very Large,63658,700319.56,82055356416,52323.289,117168.45,70439.102,0.769618094,31980.72852,0.246416539
41620,"Salt Lake City, UT Metropolitan Statistical Area",2016,1,Very Large,64442,727469.13,86499057664,52683.637,118904.1,73012.18,0.778076231,33381.28516,0.25632593
41620,"Salt Lake City, UT Metropolitan Statistical Area",2017,1,Very Large,67038,745865.13,89214967808,53309.609,119612.73,74086.195,0.789779902,34530.48438,0.25835216
41620,"Salt Lake City, UT Metropolitan Statistical Area",2018,1,Very Large,65149,763277.88,92001959936,54374.039,120535.34,75493.063,0.78381753,35569.08594,0.244971961
41620,"Salt Lake City, UT Metropolitan Statistical Area",2019,1,Very Large,68641,784409.5,93196959744,55958.895,118811.61,75604.172,0.79781723,35942.86328,0.245772213
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2009,1,Very Large,91404,884482.19,98588917760,46356.051,111465.13,46820.645,0.697788,29123.47852,0.261296749
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2010,1,Very Large,85044,892556.38,103000000000,46822.133,115391.54,47836.984,0.69708842,30865.73633,0.261173993
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2011,1,Very Large,86980,904851.13,106000000000,47311.48,116982.61,48247.75,0.684760749,29421.08203,0.259318739
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2012,1,Very Large,87347,930983.13,109000000000,47293.676,117143.68,48752.668,0.69871372,30013.14648,0.269719183
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2013,1,Very Large,89696,953515.38,112000000000,47145.77,117763.95,49249.84,0.706485927,29309.94727,0.267599404
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2014,1,Very Large,93738,980909.06,117000000000,47974.734,118774.79,50026.863,0.704247713,29979.28906,0.263659775
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2015,1,Very Large,100957,1011476.9,123000000000,49439.242,122032.63,51879.426,0.700826168,31890.26758,0.250183195
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2016,1,Very Large,99289,1043641,125000000000,49550.75,119949.62,51595.258,0.711815536,31453.86719,0.255771309
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2017,1,Very Large,98600,1065128.6,128000000000,50030.172,119833.1,51630.828,0.714199066,30973.43359,0.231622443
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2018,1,Very Large,102647,1085190.1,129000000000,50520.723,118846.35,51334.172,0.71046102,30519.31055,0.236748412
41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",2019,1,Very Large,110981,1103675.4,131000000000,51490.109,118386.96,51220.234,0.739321351,31939.80469,0.245005846
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2009,1,Very Large,186893,1388009.8,207000000000,57576.313,149457.23,67766.852,0.70344615,36989.06641,0.255956113
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2010,1,Very Large,166025,1375859.4,204000000000,58157.137,148509.92,65844.281,0.672608316,34547.14063,0.247571722
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2011,1,Very Large,168678,1383767.5,207000000000,58530.852,149314.81,65861.242,0.677883744,34043.97266,0.248924971
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2012,1,Very Large,172902,1435529.1,212000000000,58284.23,147630.53,66762.938,0.692036033,33038.27734,0.24565284
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2013,1,Very Large,173075,1439841.9,216000000000,58969.691,150099.52,67331.836,0.689328909,34566.58594,0.252790332
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2014,1,Very Large,174887,1467458.9,223000000000,59899.266,152200.88,68746.375,0.712512195,36568.69141,0.266151607
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2015,1,Very Large,168460,1504857.4,231000000000,61466.297,153194.92,70267.313,0.724127293,35023.83984,0.271834135
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2016,1,Very Large,180283,1542008.3,235000000000,61068.375,152199.17,70987.922,0.729611516,37000.69531,0.255674392
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2017,1,Very Large,172934,1573746.8,242000000000,61495.336,154086.34,73012.82,0.743255854,37579.62891,0.2408766
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2018,1,Very Large,170444,1603024.4,249000000000,62290.863,155025.34,74541.023,0.739064455,37631.23438,0.249687403
41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",2019,1,Very Large,171825,1627770.5,249000000000,63452.777,153160.2,74680.953,0.751523197,40085.98438,0.246816114
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2009,1,Very Large,289485,1993374,391000000000,75461.609,196045.5,90822.086,0.715981126,46231.38281,0.266215622
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2010,1,Very Large,265785,1969715.4,392000000000,75575.875,199085.88,90279.828,0.700380504,46164.52344,0.267743975
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2011,1,Very Large,272118,2000378.5,407000000000,76250.75,203309.86,92520.953,0.70472312,45131.29297,0.278390497
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2012,1,Very Large,268710,2126189.3,433000000000,80002.844,203773.83,97242.586,0.716422737,45174.02344,0.288024634
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2013,1,Very Large,244497,2158850.8,445000000000,81118.57,206244.56,98514.836,0.727867961,45686.97266,0.293463767
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2014,1,Very Large,264561,2232176,463000000000,82831.117,207327.91,100936.6,0.733207941,46257.97266,0.287032187
41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",2015,1,Very Large,279457,2320326.8,485000000000,86216.094,208833.2,104253.27,0.748752654,47752.76563,0.283694118
