year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2018-2019,11260,"Anchorage, AK Metropolitan Statistical Area",Percent Change in Output per Job,0.005265029,0.16664891,1,Midsized,20,13
2018-2019,11380,"Andrews, TX Micropolitan Statistical Area",Percent Change in Output per Job,0.053432819,,0,,,
2018-2019,11420,"Angola, IN Micropolitan Statistical Area",Percent Change in Output per Job,-0.029987302,,0,,,
2018-2019,11460,"Ann Arbor, MI Metropolitan Statistical Area",Percent Change in Output per Job,-0.0162389,-0.12868506,1,Midsized,154,69
2018-2019,11500,"Anniston-Oxford, AL Metropolitan Statistical Area",Percent Change in Output per Job,0.001627992,,0,,,
2018-2019,11540,"Appleton, WI Metropolitan Statistical Area",Percent Change in Output per Job,-0.00170883,,0,,,
2018-2019,11580,"Arcadia, FL Micropolitan Statistical Area",Percent Change in Output per Job,-0.034800168,,0,,,
2018-2019,11620,"Ardmore, OK Micropolitan Statistical Area",Percent Change in Output per Job,0.035555366,,0,,,
2018-2019,11660,"Arkadelphia, AR Micropolitan Statistical Area",Percent Change in Output per Job,0.01738085,,0,,,
2018-2019,11700,"Asheville, NC Metropolitan Statistical Area",Percent Change in Output per Job,-0.009136483,-0.031140795,1,Midsized,112,48
2018-2019,11740,"Ashland, OH Micropolitan Statistical Area",Percent Change in Output per Job,-0.020807073,,0,,,
2018-2019,11780,"Ashtabula, OH Micropolitan Statistical Area",Percent Change in Output per Job,0.014691999,,0,,,
2018-2019,11820,"Astoria, OR Micropolitan Statistical Area",Percent Change in Output per Job,-0.013562234,,0,,,
2018-2019,11860,"Atchison, KS Micropolitan Statistical Area",Percent Change in Output per Job,0.073792189,,0,,,
2018-2019,11900,"Athens, OH Micropolitan Statistical Area",Percent Change in Output per Job,-0.079067551,,0,,,
2018-2019,11940,"Athens, TN Micropolitan Statistical Area",Percent Change in Output per Job,-0.023708737,,0,,,
2018-2019,11980,"Athens, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.008809623,,0,,,
2018-2019,12020,"Athens-Clarke County, GA Metropolitan Statistical Area",Percent Change in Output per Job,-0.002703506,,0,,,
2018-2019,12060,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",Percent Change in Output per Job,-0.017533833,-0.14646962,1,Very Large,160,48
2018-2019,12100,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",Percent Change in Output per Job,-0.015487516,-0.1183656,1,Midsized,149,65
2018-2019,12120,"Atmore, AL Micropolitan Statistical Area",Percent Change in Output per Job,0.007494927,,0,,,
2018-2019,12140,"Auburn, IN Micropolitan Statistical Area",Percent Change in Output per Job,-0.001953963,,0,,,
2018-2019,12180,"Auburn, NY Micropolitan Statistical Area",Percent Change in Output per Job,-0.011208881,,0,,,
2018-2019,12220,"Auburn-Opelika, AL Metropolitan Statistical Area",Percent Change in Output per Job,-0.007003288,,0,,,
2018-2019,12260,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",Percent Change in Output per Job,-0.008366162,-0.020561242,1,Large,103,28
2018-2019,12300,"Augusta-Waterville, ME Micropolitan Statistical Area",Percent Change in Output per Job,-0.004847167,,0,,,
2018-2019,12380,"Austin, MN Micropolitan Statistical Area",Percent Change in Output per Job,-0.013913918,,0,,,
2018-2019,12420,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",Percent Change in Output per Job,-0.010743968,-0.053217918,1,Very Large,125,37
2018-2019,12460,"Bainbridge, GA Micropolitan Statistical Area",Percent Change in Output per Job,-0.037480392,,0,,,
2018-2019,12540,"Bakersfield, CA Metropolitan Statistical Area",Percent Change in Output per Job,0.006006006,0.17682545,1,Large,18,4
2018-2019,12580,"Baltimore-Columbia-Towson, MD Metropolitan Statistical Area",Percent Change in Output per Job,-0.001027651,0.080225527,1,Very Large,42,6
2018-2019,12620,"Bangor, ME Metropolitan Statistical Area",Percent Change in Output per Job,-0.009654526,,0,,,
2018-2019,12660,"Baraboo, WI Micropolitan Statistical Area",Percent Change in Output per Job,0.016773826,,0,,,
2018-2019,12680,"Bardstown, KY Micropolitan Statistical Area",Percent Change in Output per Job,-0.003599979,,0,,,
2018-2019,12700,"Barnstable Town, MA Metropolitan Statistical Area",Percent Change in Output per Job,-0.005165895,,0,,,
2018-2019,12740,"Barre, VT Micropolitan Statistical Area",Percent Change in Output per Job,-0.023617772,,0,,,
2018-2019,12780,"Bartlesville, OK Micropolitan Statistical Area",Percent Change in Output per Job,0.1108251,,0,,,
2018-2019,12860,"Batavia, NY Micropolitan Statistical Area",Percent Change in Output per Job,0.001420715,,0,,,
2018-2019,12900,"Batesville, AR Micropolitan Statistical Area",Percent Change in Output per Job,-0.015844895,,0,,,
2018-2019,12940,"Baton Rouge, LA Metropolitan Statistical Area",Percent Change in Output per Job,0.018671371,0.35077101,1,Large,7,2
2018-2019,12980,"Battle Creek, MI Metropolitan Statistical Area",Percent Change in Output per Job,-0.008004823,,0,,,
2018-2019,13020,"Bay City, MI Metropolitan Statistical Area",Percent Change in Output per Job,-0.020113233,,0,,,
2018-2019,13060,"Bay City, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.032323398,,0,,,
2018-2019,13100,"Beatrice, NE Micropolitan Statistical Area",Percent Change in Output per Job,0.006979744,,0,,,
2018-2019,13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",Percent Change in Output per Job,-0.003873846,0.041136015,1,Midsized,67,36
2018-2019,13180,"Beaver Dam, WI Micropolitan Statistical Area",Percent Change in Output per Job,0.011264917,,0,,,
2018-2019,13220,"Beckley, WV Metropolitan Statistical Area",Percent Change in Output per Job,0.037120003,,0,,,
2018-2019,13260,"Bedford, IN Micropolitan Statistical Area",Percent Change in Output per Job,0.000192577,,0,,,
2018-2019,13300,"Beeville, TX Micropolitan Statistical Area",Percent Change in Output per Job,0.014841046,,0,,,
2018-2019,13340,"Bellefontaine, OH Micropolitan Statistical Area",Percent Change in Output per Job,0.021396691,,0,,,
2018-2019,13380,"Bellingham, WA Metropolitan Statistical Area",Percent Change in Output per Job,0.002773411,,0,,,
2018-2019,13420,"Bemidji, MN Micropolitan Statistical Area",Percent Change in Output per Job,-0.010979183,,0,,,
2018-2019,13460,"Bend, OR Metropolitan Statistical Area",Percent Change in Output per Job,-0.019441189,,0,,,
2018-2019,13500,"Bennettsville, SC Micropolitan Statistical Area",Percent Change in Output per Job,-0.010250941,,0,,,
2018-2019,13540,"Bennington, VT Micropolitan Statistical Area",Percent Change in Output per Job,0.015573235,,0,,,
2018-2019,13620,"Berlin, NH Micropolitan Statistical Area",Percent Change in Output per Job,0.021184513,,0,,,
2018-2019,13660,"Big Rapids, MI Micropolitan Statistical Area",Percent Change in Output per Job,-0.003601551,,0,,,
2018-2019,13700,"Big Spring, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.015878238,,0,,,
2018-2019,13720,"Big Stone Gap, VA Micropolitan Statistical Area",Percent Change in Output per Job,-0.004395994,,0,,,
2018-2019,13740,"Billings, MT Metropolitan Statistical Area",Percent Change in Output per Job,0.016656313,,0,,,
2018-2019,13780,"Binghamton, NY Metropolitan Statistical Area",Percent Change in Output per Job,0.001873546,,0,,,
2018-2019,13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",Percent Change in Output per Job,-0.00166927,0.071413569,1,Very Large,50,11
2018-2019,13900,"Bismarck, ND Metropolitan Statistical Area",Percent Change in Output per Job,-0.00483233,,0,,,
2018-2019,13940,"Blackfoot, ID Micropolitan Statistical Area",Percent Change in Output per Job,-0.009896855,,0,,,
2018-2019,13980,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",Percent Change in Output per Job,22.348864,,0,,,
2018-2019,13980,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",Percent Change in Output per Job,22.348864,,0,,,
2018-2019,13980,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",Percent Change in Output per Job,1.145833,,0,,,
2018-2019,13980,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",Percent Change in Output per Job,1.145833,,0,,,
2018-2019,14010,"Bloomington, IL Metropolitan Statistical Area",Percent Change in Output per Job,-0.028874369,,0,,,
2018-2019,14020,"Bloomington, IN Metropolitan Statistical Area",Percent Change in Output per Job,-0.02387739,,0,,,
2018-2019,14100,"Bloomsburg-Berwick, PA Metropolitan Statistical Area",Percent Change in Output per Job,-0.000782887,,0,,,
2018-2019,14140,"Bluefield, WV-VA Micropolitan Statistical Area",Percent Change in Output per Job,0.020349605,,0,,,
2018-2019,14160,"Bluffton, IN Micropolitan Statistical Area",Percent Change in Output per Job,-0.004860182,,0,,,
2018-2019,14180,"Blytheville, AR Micropolitan Statistical Area",Percent Change in Output per Job,0.018007634,,0,,,
2018-2019,14220,"Bogalusa, LA Micropolitan Statistical Area",Percent Change in Output per Job,0.000401181,,0,,,
2018-2019,14260,"Boise City, ID Metropolitan Statistical Area",Percent Change in Output per Job,-0.022948068,-0.22082847,1,Large,182,54
2018-2019,14300,"Bonham, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.063628383,,0,,,
2018-2019,14380,"Boone, NC Micropolitan Statistical Area",Percent Change in Output per Job,0.036383472,,0,,,
2018-2019,14420,"Borger, TX Micropolitan Statistical Area",Percent Change in Output per Job,0.067968212,,0,,,
2018-2019,14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",Percent Change in Output per Job,-0.006852559,0.000226505,1,Very Large,86,27
2018-2019,14500,"Boulder, CO Metropolitan Statistical Area",Percent Change in Output per Job,-0.000342843,0.089630656,1,Midsized,40,26
2018-2019,14540,"Bowling Green, KY Metropolitan Statistical Area",Percent Change in Output per Job,-0.005546058,,0,,,
2018-2019,14580,"Bozeman, MT Micropolitan Statistical Area",Percent Change in Output per Job,-0.020088486,,0,,,
2018-2019,14620,"Bradford, PA Micropolitan Statistical Area",Percent Change in Output per Job,0.038136821,,0,,,
2018-2019,14660,"Brainerd, MN Micropolitan Statistical Area",Percent Change in Output per Job,-0.006250365,,0,,,
2018-2019,14700,"Branson, MO Micropolitan Statistical Area",Percent Change in Output per Job,-0.016837591,,0,,,
2018-2019,14720,"Breckenridge, CO Micropolitan Statistical Area",Percent Change in Output per Job,-0.028209485,,0,,,
2018-2019,14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",Percent Change in Output per Job,-0.021852143,-0.20577709,1,Midsized,180,77
2018-2019,14780,"Brenham, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.013080516,,0,,,
2018-2019,14820,"Brevard, NC Micropolitan Statistical Area",Percent Change in Output per Job,-0.022666659,,0,,,
2018-2019,14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",Percent Change in Output per Job,0.015180232,0.30282384,1,Large,9,3
2018-2019,15020,"Brookhaven, MS Micropolitan Statistical Area",Percent Change in Output per Job,0.00561129,,0,,,
2018-2019,15060,"Brookings, OR Micropolitan Statistical Area",Percent Change in Output per Job,-0.016891902,,0,,,
2018-2019,15100,"Brookings, SD Micropolitan Statistical Area",Percent Change in Output per Job,0.0023659,,0,,,
2018-2019,15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",Percent Change in Output per Job,-0.010319449,-0.047387596,1,Midsized,121,52
2018-2019,15220,"Brownwood, TX Micropolitan Statistical Area",Percent Change in Output per Job,0.031526171,,0,,,
2018-2019,15260,"Brunswick, GA Metropolitan Statistical Area",Percent Change in Output per Job,-0.005512641,,0,,,
2018-2019,15340,"Bucyrus-Galion, OH Micropolitan Statistical Area",Percent Change in Output per Job,-0.029993875,,0,,,
2018-2019,15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",Percent Change in Output per Job,-0.003759922,0.042700652,1,Very Large,63,13
2018-2019,15420,"Burley, ID Micropolitan Statistical Area",Percent Change in Output per Job,-0.022399899,,0,,,
2018-2019,15460,"Burlington, IA-IL Micropolitan Statistical Area",Percent Change in Output per Job,0.019817105,,0,,,
2018-2019,15500,"Burlington, NC Metropolitan Statistical Area",Percent Change in Output per Job,-0.013978932,,0,,,
2018-2019,15540,"Burlington-South Burlington, VT Metropolitan Statistical Area",Percent Change in Output per Job,-0.002647776,,0,,,
2018-2019,15580,"Butte-Silver Bow, MT Micropolitan Statistical Area",Percent Change in Output per Job,0.005595986,,0,,,
2018-2019,15620,"Cadillac, MI Micropolitan Statistical Area",Percent Change in Output per Job,-0.021858556,,0,,,
2018-2019,15660,"Calhoun, GA Micropolitan Statistical Area",Percent Change in Output per Job,0.005749262,,0,,,
2018-2019,15680,"California-Lexington Park, MD Metropolitan Statistical Area",Percent Change in Output per Job,-0.014553939,,0,,,
2018-2019,15700,"Cambridge, MD Micropolitan Statistical Area",Percent Change in Output per Job,-0.041136801,,0,,,
2018-2019,15740,"Cambridge, OH Micropolitan Statistical Area",Percent Change in Output per Job,0.007960575,,0,,,
2018-2019,15780,"Camden, AR Micropolitan Statistical Area",Percent Change in Output per Job,0.016271301,,0,,,
2018-2019,15820,"Campbellsville, KY Micropolitan Statistical Area",Percent Change in Output per Job,-0.024421226,,0,,,
2018-2019,15860,"Ca±on City, CO Micropolitan Statistical Area",Percent Change in Output per Job,-0.007171255,,0,,,
2018-2019,15940,"Canton-Massillon, OH Metropolitan Statistical Area",Percent Change in Output per Job,0.005281578,0.16687618,1,Midsized,19,12
2018-2019,15980,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",Percent Change in Output per Job,-0.019571777,-0.17445865,1,Large,173,50
2018-2019,16020,"Cape Girardeau, MO-IL Metropolitan Statistical Area",Percent Change in Output per Job,-0.003052977,,0,,,
2018-2019,16060,"Carbondale-Marion, IL Metropolitan Statistical Area",Percent Change in Output per Job,0.008006126,,0,,,
2018-2019,16100,"Carlsbad-Artesia, NM Micropolitan Statistical Area",Percent Change in Output per Job,0.04015334,,0,,,
2018-2019,16140,"Carroll, IA Micropolitan Statistical Area",Percent Change in Output per Job,-0.00418417,,0,,,
2018-2019,16180,"Carson City, NV Metropolitan Statistical Area",Percent Change in Output per Job,-0.023048382,,0,,,
2018-2019,16220,"Casper, WY Metropolitan Statistical Area",Percent Change in Output per Job,0.035520736,,0,,,
2018-2019,16260,"Cedar City, UT Micropolitan Statistical Area",Percent Change in Output per Job,-0.042729281,,0,,,
2018-2019,16300,"Cedar Rapids, IA Metropolitan Statistical Area",Percent Change in Output per Job,0.002034273,0.12227786,1,Midsized,33,21
2018-2019,16340,"Cedartown, GA Micropolitan Statistical Area",Percent Change in Output per Job,-0.009031222,,0,,,
2018-2019,16380,"Celina, OH Micropolitan Statistical Area",Percent Change in Output per Job,0.017905878,,0,,,
2018-2019,16420,"Central City, KY Micropolitan Statistical Area",Percent Change in Output per Job,2.71848E-05,,0,,,
2018-2019,16460,"Centralia, IL Micropolitan Statistical Area",Percent Change in Output per Job,0.010418536,,0,,,
2018-2019,16500,"Centralia, WA Micropolitan Statistical Area",Percent Change in Output per Job,-0.029707525,,0,,,
2018-2019,16540,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",Percent Change in Output per Job,-0.004743468,,0,,,
2018-2019,16580,"Champaign-Urbana, IL Metropolitan Statistical Area",Percent Change in Output per Job,-0.014012682,,0,,,
2018-2019,16620,"Charleston, WV Metropolitan Statistical Area",Percent Change in Output per Job,0.037356652,0.6073938,1,Midsized,1,1
2018-2019,16660,"Charleston-Mattoon, IL Micropolitan Statistical Area",Percent Change in Output per Job,0.025825307,,0,,,
2018-2019,16700,"Charleston-North Charleston, SC Metropolitan Statistical Area",Percent Change in Output per Job,-0.007495628,-0.008605371,1,Large,94,25
2018-2019,16740,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",Percent Change in Output per Job,-0.016267443,-0.12907706,1,Very Large,156,47
2018-2019,16820,"Charlottesville, VA Metropolitan Statistical Area",Percent Change in Output per Job,-0.024651052,,0,,,
2018-2019,16860,"Chattanooga, TN-GA Metropolitan Statistical Area",Percent Change in Output per Job,-0.004872186,0.027424859,1,Large,74,18
2018-2019,16940,"Cheyenne, WY Metropolitan Statistical Area",Percent Change in Output per Job,0.001185386,,0,,,
2018-2019,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",Percent Change in Output per Job,-0.003784295,0.042365905,1,Very Large,65,15
2018-2019,17020,"Chico, CA Metropolitan Statistical Area",Percent Change in Output per Job,0.020880258,,0,,,
2018-2019,17060,"Chillicothe, OH Micropolitan Statistical Area",Percent Change in Output per Job,-0.001226027,,0,,,
2018-2019,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Percent Change in Output per Job,0.006807918,0.18783888,1,Very Large,16,3
2018-2019,17220,"Clarksburg, WV Micropolitan Statistical Area",Percent Change in Output per Job,0.036818665,,0,,,
2018-2019,17260,"Clarksdale, MS Micropolitan Statistical Area",Percent Change in Output per Job,-0.006097313,,0,,,
2018-2019,17300,"Clarksville, TN-KY Metropolitan Statistical Area",Percent Change in Output per Job,-0.015712973,-0.12146202,1,Midsized,151,67
2018-2019,17340,"Clearlake, CA Micropolitan Statistical Area",Percent Change in Output per Job,-0.028118132,,0,,,
2018-2019,17380,"Cleveland, MS Micropolitan Statistical Area",Percent Change in Output per Job,0.013844427,,0,,,
2018-2019,17420,"Cleveland, TN Metropolitan Statistical Area",Percent Change in Output per Job,-0.023828091,,0,,,
2018-2019,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",Percent Change in Output per Job,-0.004889129,0.02719217,1,Very Large,75,20
2018-2019,17500,"Clewiston, FL Micropolitan Statistical Area",Percent Change in Output per Job,-0.025392456,,0,,,
2018-2019,17540,"Clinton, IA Micropolitan Statistical Area",Percent Change in Output per Job,0.014414043,,0,,,
2018-2019,17580,"Clovis, NM Micropolitan Statistical Area",Percent Change in Output per Job,-0.012759628,,0,,,
2018-2019,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",Percent Change in Output per Job,-0.019190481,,0,,,
2018-2019,17700,"Coffeyville, KS Micropolitan Statistical Area",Percent Change in Output per Job,-0.004024335,,0,,,
2018-2019,17740,"Coldwater, MI Micropolitan Statistical Area",Percent Change in Output per Job,0.004436751,,0,,,
2018-2019,17780,"College Station-Bryan, TX Metropolitan Statistical Area",Percent Change in Output per Job,-0.021566352,-0.20185204,1,Midsized,179,76
2018-2019,17820,"Colorado Springs, CO Metropolitan Statistical Area",Percent Change in Output per Job,-0.017888281,-0.15133759,1,Large,161,43
2018-2019,17860,"Columbia, MO Metropolitan Statistical Area",Percent Change in Output per Job,0.008522104,,0,,,
2018-2019,17900,"Columbia, SC Metropolitan Statistical Area",Percent Change in Output per Job,-0.006772412,0.00132725,1,Large,84,22
2018-2019,17980,"Columbus, GA-AL Metropolitan Statistical Area",Percent Change in Output per Job,-0.009098463,-0.030618623,1,Midsized,111,47
2018-2019,18020,"Columbus, IN Metropolitan Statistical Area",Percent Change in Output per Job,0.001091286,,0,,,
2018-2019,18060,"Columbus, MS Micropolitan Statistical Area",Percent Change in Output per Job,-0.010467951,,0,,,
2018-2019,18100,"Columbus, NE Micropolitan Statistical Area",Percent Change in Output per Job,-0.000599879,,0,,,
2018-2019,18140,"Columbus, OH Metropolitan Statistical Area",Percent Change in Output per Job,-0.009038537,-0.029795604,1,Very Large,110,32
2018-2019,18180,"Concord, NH Micropolitan Statistical Area",Percent Change in Output per Job,0.000115054,,0,,,
2018-2019,18220,"Connersville, IN Micropolitan Statistical Area",Percent Change in Output per Job,0.029296728,,0,,,
2018-2019,18260,"Cookeville, TN Micropolitan Statistical Area",Percent Change in Output per Job,-0.011976837,,0,,,
2018-2019,18300,"Coos Bay, OR Micropolitan Statistical Area",Percent Change in Output per Job,-0.010142122,,0,,,
2018-2019,18380,"Cordele, GA Micropolitan Statistical Area",Percent Change in Output per Job,-0.02308267,,0,,,
2018-2019,18420,"Corinth, MS Micropolitan Statistical Area",Percent Change in Output per Job,-0.006840127,,0,,,
2018-2019,18460,"Cornelia, GA Micropolitan Statistical Area",Percent Change in Output per Job,0.012193047,,0,,,
2018-2019,18500,"Corning, NY Micropolitan Statistical Area",Percent Change in Output per Job,0.011632765,,0,,,
2018-2019,18580,"Corpus Christi, TX Metropolitan Statistical Area",Percent Change in Output per Job,0.003136387,0.13741423,1,Midsized,25,15
2018-2019,18620,"Corsicana, TX Micropolitan Statistical Area",Percent Change in Output per Job,0.000181159,,0,,,
2018-2019,18660,"Cortland, NY Micropolitan Statistical Area",Percent Change in Output per Job,-0.020485049,,0,,,
2018-2019,18700,"Corvallis, OR Metropolitan Statistical Area",Percent Change in Output per Job,-0.005416691,,0,,,
2018-2019,18740,"Coshocton, OH Micropolitan Statistical Area",Percent Change in Output per Job,0.033489771,,0,,,
2018-2019,18780,"Craig, CO Micropolitan Statistical Area",Percent Change in Output per Job,0.059695031,,0,,,
2018-2019,18820,"Crawfordsville, IN Micropolitan Statistical Area",Percent Change in Output per Job,-0.001155045,,0,,,
2018-2019,18860,"Crescent City, CA Micropolitan Statistical Area",Percent Change in Output per Job,0.00051085,,0,,,
2018-2019,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Percent Change in Output per Job,-0.020215005,-0.18329272,1,Midsized,175,74
2018-2019,18900,"Crossville, TN Micropolitan Statistical Area",Percent Change in Output per Job,0.00587778,,0,,,
2018-2019,18980,"Cullman, AL Micropolitan Statistical Area",Percent Change in Output per Job,-0.001692854,,0,,,
2018-2019,19000,"Cullowhee, NC Micropolitan Statistical Area",Percent Change in Output per Job,-0.013797421,,0,,,
2018-2019,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Percent Change in Output per Job,0.009482423,,0,,,
2018-2019,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",Percent Change in Output per Job,-0.010883547,-0.055134896,1,Very Large,126,38
2018-2019,19140,"Dalton, GA Metropolitan Statistical Area",Percent Change in Output per Job,0.015613536,,0,,,
2018-2019,19180,"Danville, IL Metropolitan Statistical Area",Percent Change in Output per Job,0.00076812,,0,,,
2018-2019,19220,"Danville, KY Micropolitan Statistical Area",Percent Change in Output per Job,-0.004590138,,0,,,
2018-2019,19260,"Danville, VA Micropolitan Statistical Area",Percent Change in Output per Job,0.015500615,,0,,,
2018-2019,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",Percent Change in Output per Job,-0.013938545,,0,,,
2018-2019,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Percent Change in Output per Job,-0.003033211,0.052681267,1,Midsized,60,33
2018-2019,19420,"Dayton, TN Micropolitan Statistical Area",Percent Change in Output per Job,0.011184447,,0,,,
2018-2019,19430,"Dayton-Kettering, OH Metropolitan Statistical Area",Percent Change in Output per Job,-0.002491219,0.060124952,1,Large,53,12
2018-2019,19460,"Decatur, AL Metropolitan Statistical Area",Percent Change in Output per Job,0.006631533,,0,,,
2018-2019,19500,"Decatur, IL Metropolitan Statistical Area",Percent Change in Output per Job,0.019234249,,0,,,
2018-2019,19540,"Decatur, IN Micropolitan Statistical Area",Percent Change in Output per Job,0.029978918,,0,,,
2018-2019,19580,"Defiance, OH Micropolitan Statistical Area",Percent Change in Output per Job,-0.007364629,,0,,,
2018-2019,19620,"Del Rio, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.026792446,,0,,,
2018-2019,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Percent Change in Output per Job,-0.018389713,-0.15822424,1,Large,167,46
2018-2019,19700,"Deming, NM Micropolitan Statistical Area",Percent Change in Output per Job,-0.005943755,,0,,,
2018-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Percent Change in Output per Job,-0.0015862,0.072554439,1,Very Large,48,9
2018-2019,19760,"DeRidder, LA Micropolitan Statistical Area",Percent Change in Output per Job,-0.022403592,,0,,,
2018-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Percent Change in Output per Job,-0.01168485,-0.066139951,1,Large,128,34
2018-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Percent Change in Output per Job,-0.013811967,-0.095353685,1,Very Large,141,42
2018-2019,19860,"Dickinson, ND Micropolitan Statistical Area",Percent Change in Output per Job,0.030085819,,0,,,
2018-2019,19940,"Dixon, IL Micropolitan Statistical Area",Percent Change in Output per Job,0.000205209,,0,,,
2018-2019,19980,"Dodge City, KS Micropolitan Statistical Area",Percent Change in Output per Job,0.03068131,,0,,,
2018-2019,20020,"Dothan, AL Metropolitan Statistical Area",Percent Change in Output per Job,-0.018175809,,0,,,
2018-2019,20060,"Douglas, GA Micropolitan Statistical Area",Percent Change in Output per Job,-0.014874044,,0,,,
2018-2019,20100,"Dover, DE Metropolitan Statistical Area",Percent Change in Output per Job,-0.017435297,,0,,,
2018-2019,20140,"Dublin, GA Micropolitan Statistical Area",Percent Change in Output per Job,1.1379853,,0,,,
2018-2019,20140,"Dublin, GA Micropolitan Statistical Area",Percent Change in Output per Job,1.1379853,,0,,,
2018-2019,20140,"Dublin, GA Micropolitan Statistical Area ",Percent Change in Output per Job,34.399834,,0,,,
2018-2019,20140,"Dublin, GA Micropolitan Statistical Area ",Percent Change in Output per Job,34.399834,,0,,,
2018-2019,20180,"DuBois, PA Micropolitan Statistical Area",Percent Change in Output per Job,0.001217015,,0,,,
2018-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Percent Change in Output per Job,0.008604005,,0,,,
2018-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Percent Change in Output per Job,0.027218353,0.46815485,1,Midsized,3,3
2018-2019,20300,"Dumas, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.10195778,,0,,,
2018-2019,20340,"Duncan, OK Micropolitan Statistical Area",Percent Change in Output per Job,0.066528618,,0,,,
2018-2019,20420,"Durango, CO Micropolitan Statistical Area",Percent Change in Output per Job,0.012524842,,0,,,
2018-2019,20460,"Durant, OK Micropolitan Statistical Area",Percent Change in Output per Job,-0.023171656,,0,,,
2018-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Percent Change in Output per Job,-0.016247306,-0.12880051,1,Large,155,40
2018-2019,20540,"Dyersburg, TN Micropolitan Statistical Area",Percent Change in Output per Job,0.005428407,,0,,,
2018-2019,20580,"Eagle Pass, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.004234289,,0,,,
2018-2019,20660,"Easton, MD Micropolitan Statistical Area",Percent Change in Output per Job,0.040954273,,0,,,
2018-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Percent Change in Output per Job,-0.007540769,,0,,,
2018-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Percent Change in Output per Job,-0.000380748,,0,,,
2018-2019,20780,"Edwards, CO Micropolitan Statistical Area",Percent Change in Output per Job,-0.017058196,,0,,,
2018-2019,20820,"Effingham, IL Micropolitan Statistical Area",Percent Change in Output per Job,-0.006842876,,0,,,
2018-2019,20900,"El Campo, TX Micropolitan Statistical Area",Percent Change in Output per Job,-0.001929727,,0,,,
2018-2019,20940,"El Centro, CA Metropolitan Statistical Area",Percent Change in Output per Job,-0.00783798,,0,,,
2018-2019,20980,"El Dorado, AR Micropolitan Statistical Area",Percent Change in Output per Job,0.085286938,,0,,,
2018-2019,21020,"Elizabeth City, NC Micropolitan Statistical Area",Percent Change in Output per Job,-0.001167724,,0,,,
2018-2019,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",Percent Change in Output per Job,-0.010132099,,0,,,
2018-2019,21120,"Elk City, OK Micropolitan Statistical Area",Percent Change in Output per Job,0.15611027,,0,,,
2018-2019,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",Percent Change in Output per Job,0.000267547,,0,,,
