year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,33540,"Missoula, MT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.054535,,
2009-2019,33580,"Mitchell, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.009758,,
2009-2019,33620,"Moberly, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.006082,,
2009-2019,33660,"Mobile, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.109376,7,5
2009-2019,33700,"Modesto, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.025479,90,33
2009-2019,33740,"Monroe, LA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.013559,,
2009-2019,33780,"Monroe, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.014575,,
2009-2019,33860,"Montgomery, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.032728,66,28
2009-2019,33940,"Montrose, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.030502,,
2009-2019,33980,"Morehead City, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.038011,,
2009-2019,34020,"Morgan City, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.07827,,
2009-2019,34060,"Morgantown, WV Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.086135,,
2009-2019,34100,"Morristown, TN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.018461,,
2009-2019,34140,"Moscow, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.029527,,
2009-2019,34180,"Moses Lake, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.064622,,
2009-2019,34220,"Moultrie, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.008301,,
2009-2019,34260,"Mountain Home, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.051216,,
2009-2019,34300,"Mountain Home, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.094417,,
2009-2019,34340,"Mount Airy, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.028802,,
2009-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.131492,,
2009-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.018689,,
2009-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.069628,,
2009-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.003175,,
2009-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.014629,,
2009-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.060077,,
2009-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.034107,,
2009-2019,34620,"Muncie, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.023863,,
2009-2019,34660,"Murray, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.180445,,
2009-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.018937,,
2009-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.046735,,
2009-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.049144,,
2009-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.030314,181,75
2009-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.046052,,
2009-2019,34900,"Napa, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.088861,,
2009-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.023075,177,72
2009-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.05351,33,7
2009-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.069641,,
2009-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.063335,,
2009-2019,35100,"New Bern, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.08137,,
2009-2019,35140,"Newberry, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.080283,,
2009-2019,35220,"New Castle, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.016224,,
2009-2019,35260,"New Castle, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.023699,,
2009-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.020315,104,38
2009-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.058123,28,4
2009-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.035792,,
2009-2019,35440,"Newport, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.048175,,
2009-2019,35460,"Newport, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.111362,,
2009-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.095375,,
2009-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.006004,154,39
2009-2019,35660,"Niles, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.033565,,
2009-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.015396,,
2009-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.038807,,
2009-2019,35820,"North Platte, NE Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.073929,,
2009-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.004399,138,49
2009-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.05907,,
2009-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.035746,,
2009-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.012828,,
2009-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.007038,130,55
2009-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.020956,,
2009-2019,36100,"Ocala, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.01386,114,49
2009-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.054501,,
2009-2019,36220,"Odessa, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.059088,,
2009-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.031548,69,25
2009-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.056956,,
2009-2019,36340,"Oil City, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.07258,,
2009-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.048909,,
2009-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.044262,41,9
2009-2019,36460,"Olean, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.013376,,
2009-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.024399,93,38
2009-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.005391,134,48
2009-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.026462,,
2009-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.007261,,
2009-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.002653,,
2009-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.023461,,
2009-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.022854,95,22
2009-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.111172,,
2009-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.004352,,
2009-2019,36830,"Othello, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.08365,,
2009-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.076331,,
2009-2019,36860,"Ottawa, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.108217,,
2009-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.023907,,
2009-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.018918,,
2009-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.00781,,
2009-2019,37060,"Oxford, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.02253,,
2009-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.043863,44,16
2009-2019,37120,"Ozark, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.177702,,
2009-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.112256,,
2009-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.165702,,
2009-2019,37260,"Palatka, FL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.042509,,
2009-2019,37300,"Palestine, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.134576,,
2009-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.018816,110,40
2009-2019,37420,"Pampa, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.074378,,
2009-2019,37460,"Panama City, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.023534,,
2009-2019,37500,"Paragould, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.015053,,
2009-2019,37540,"Paris, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.012029,,
2009-2019,37580,"Paris, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.026148,,
2009-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.002333,,
2009-2019,37660,"Parsons, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.10751,,
2009-2019,37740,"Payson, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.067485,,
2009-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,37780,"Pecos, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.015399,,
2009-2019,37800,"Pella, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.063115,,
2009-2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,0.014284,168,56
2009-2019,37900,"Peoria, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.009843,120,51
2009-2019,37940,"Peru, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.021716,,
2009-2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.001249,149,38
2009-2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.015613,169,49
2009-2019,38100,"Picayune, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.050493,,
2009-2019,38180,"Pierre, SD Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.085168,,
2009-2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.016416,,
2009-2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.135547,,
2009-2019,38260,"Pittsburg, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.020572,,
2009-2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.035268,185,52
2009-2019,38340,"Pittsfield, MA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.024671,,
2009-2019,38380,"Plainview, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.079496,,
2009-2019,38420,"Platteville, WI Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.071812,,
2009-2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.140097,,
2009-2019,38500,"Plymouth, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.034478,,
2009-2019,38540,"Pocatello, ID Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.034294,,
2009-2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.00536,,
2009-2019,38620,"Ponca City, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.072473,,
2009-2019,38700,"Pontiac, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.086433,,
2009-2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.067456,,
2009-2019,38780,"Portales, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,38820,"Port Angeles, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.009151,,
2009-2019,38860,"Portland-South Portland, ME Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,0.000054,147,50
2009-2019,38900,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.004706,137,31
2009-2019,38920,"Port Lavaca, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.119092,,
2009-2019,38940,"Port St. Lucie, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.024193,94,39
2009-2019,39020,"Portsmouth, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.066021,,
2009-2019,39060,"Pottsville, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.006682,,
2009-2019,39100,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.103157,12,5
2009-2019,39140,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.110768,,
2009-2019,39220,"Price, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.175213,,
2009-2019,39260,"Prineville, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,,,
2009-2019,39300,"Providence-Warwick, RI-MA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.004945,136,30
2009-2019,39340,"Provo-Orem, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Large,-0.091126,14,7
2009-2019,39380,"Pueblo, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.111182,,
2009-2019,39420,"Pullman, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.045277,,
2009-2019,39460,"Punta Gorda, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.05606,,
2009-2019,39500,"Quincy, IL-MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.092452,,
2009-2019,39540,"Racine, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.029826,,
2009-2019,39580,"Raleigh-Cary, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.091093,15,1
2009-2019,39660,"Rapid City, SD Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.046454,,
2009-2019,39700,"Raymondville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.050063,,
2009-2019,39740,"Reading, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.001039,148,61
2009-2019,39780,"Red Bluff, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.001245,,
2009-2019,39820,"Redding, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.031281,,
2009-2019,39860,"Red Wing, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.017483,,
2009-2019,39900,"Reno, NV Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.030871,74,30
2009-2019,39940,"Rexburg, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.126292,,
2009-2019,39980,"Richmond, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.073344,,
2009-2019,40060,"Richmond, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.058462,27,3
2009-2019,40080,"Richmond-Berea, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.013114,,
2009-2019,40100,"Rio Grande City-Roma, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.013638,,
2009-2019,40140,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.03099,73,18
2009-2019,40180,"Riverton, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.056258,,
2009-2019,40220,"Roanoke, VA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.020268,173,68
2009-2019,40260,"Roanoke Rapids, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.046302,,
2009-2019,40300,"Rochelle, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.003325,,
2009-2019,40340,"Rochester, MN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.012018,,
2009-2019,40380,"Rochester, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.025508,89,21
2009-2019,40420,"Rockford, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.020833,174,69
2009-2019,40460,"Rockingham, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.005601,,
2009-2019,40530,"Rockport, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.165853,,
2009-2019,40540,"Rock Springs, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.02057,,
2009-2019,40580,"Rocky Mount, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.089706,,
2009-2019,40620,"Rolla, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.003511,,
2009-2019,40660,"Rome, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.114331,,
2009-2019,40700,"Roseburg, OR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.002076,,
2009-2019,40740,"Roswell, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.028224,,
2009-2019,40760,"Ruidoso, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.068878,,
2009-2019,40780,"Russellville, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.117993,,
2009-2019,40820,"Ruston, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.129141,,
2009-2019,40860,"Rutland, VT Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.058321,,
2009-2019,40900,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.042544,49,12
2009-2019,40940,"Safford, AZ Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.053137,,
2009-2019,40980,"Saginaw, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.063906,,
2009-2019,41060,"St. Cloud, MN Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.065114,,
2009-2019,41100,"St. George, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.077303,,
2009-2019,41140,"St. Joseph, MO-KS Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.025847,,
2009-2019,41180,"St. Louis, MO-IL Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.040053,186,53
2009-2019,41220,"St. Marys, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.113634,,
2009-2019,41260,"St. Marys, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.038899,,
2009-2019,41400,"Salem, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.094173,,
2009-2019,41420,"Salem, OR Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.025997,88,36
2009-2019,41460,"Salina, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.010501,,
2009-2019,41500,"Salinas, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,-0.068238,19,10
2009-2019,41540,"Salisbury, MD-DE Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Midsized,0.029925,180,74
2009-2019,41620,"Salt Lake City, UT Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.004083,139,32
2009-2019,41660,"San Angelo, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.001714,,
2009-2019,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.053951,31,6
2009-2019,41740,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,-0.02874,80,19
2009-2019,41760,"Sandpoint, ID Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.004609,,
2009-2019,41780,"Sandusky, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,0.014885,,
2009-2019,41820,"Sanford, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Relative Income Poverty Gap,0,,-0.070104,,
2009-2019,41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area ",Change in Top/Bottom Tract Relative Income Poverty Gap,1,Very Large,0.007784,157,42
