year,cbsa,cbsa_name,indicator,value,topmetro,metrosize
2010,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,3128,0,
2011,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,3091,0,
2012,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,3028,0,
2013,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,2913,0,
2014,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,2891,0,
2015,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,3210,0,
2016,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,2877,0,
2017,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,2789,0,
2018,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,2976,0,
2019,44940,"Sumter, SC Metropolitan Statistical Area",Employment at firms 0-5 years old,3330,0,
2009,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,48382.016,0,
2010,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,48422.676,0,
2011,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,48581.809,0,
2012,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,49596.406,0,
2013,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,49574.926,0,
2014,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,50681.125,0,
2015,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,50885.625,0,
2016,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,50698.238,0,
2017,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,50746.309,0,
2018,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,51869.586,0,
2019,44940,"Sumter, SC Metropolitan Statistical Area",Jobs,51479.348,0,
2009,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4466550272,0,
2010,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4521794048,0,
2011,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4612831232,0,
2012,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4943360000,0,
2013,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4958373888,0,
2014,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,5008975872,0,
2015,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4961613824,0,
2016,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,4982033920,0,
2017,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,5031411712,0,
2018,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,5125398016,0,
2019,44940,"Sumter, SC Metropolitan Statistical Area",Real GDP,5119770624,0,
2009,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,29992.779,0,
2010,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,29685.439,0,
2011,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,29531.646,0,
2012,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,29233.293,0,
2013,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28750.494,0,
2014,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28997.713,0,
2015,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28463.816,0,
2016,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28791.729,0,
2017,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28957.051,0,
2018,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28656.088,0,
2019,44980,"Sunbury, PA Micropolitan Statistical Area",Jobs,28608.76,0,
2009,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,2970845184,0,
2010,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3027139584,0,
2011,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,2950824192,0,
2012,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,2904656384,0,
2013,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,2956904704,0,
2014,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3016763648,0,
2015,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,2987480320,0,
2016,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3079637504,0,
2017,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3043299840,0,
2018,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3015740160,0,
2019,44980,"Sunbury, PA Micropolitan Statistical Area",Real GDP,3034185984,0,
2009,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10655.621,0,
2010,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10697.173,0,
2011,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10582.364,0,
2012,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10707.353,0,
2013,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10371.078,0,
2014,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10369.981,0,
2015,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10462.116,0,
2016,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10472.157,0,
2017,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10360.6,0,
2018,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10107.439,0,
2019,45000,"Susanville, CA Micropolitan Statistical Area",Jobs,10203.198,0,
2009,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1153699200,0,
2010,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1186680192,0,
2011,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1181288320,0,
2012,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1167990656,0,
2013,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1131022208,0,
2014,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1133094528,0,
2015,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1147632000,0,
2016,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1193093632,0,
2017,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1193003392,0,
2018,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1202698496,0,
2019,45000,"Susanville, CA Micropolitan Statistical Area",Real GDP,1194302720,0,
2009,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6442.0464,0,
2010,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6303.0547,0,
2011,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6438.9419,0,
2012,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6287.0552,0,
2013,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6206.3921,0,
2014,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6384.1992,0,
2015,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6344.1953,0,
2016,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6257.7881,0,
2017,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6196.208,0,
2018,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6200.0186,0,
2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Jobs,6550.6323,0,
2009,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,603531840,0,
2010,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,602520064,0,
2011,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,611220544,0,
2012,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,667301120,0,
2013,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,689378752,0,
2014,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,722001472,0,
2015,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,755879680,0,
2016,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,754786816,0,
2017,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,765420224,0,
2018,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,765312832,0,
2019,45020,"Sweetwater, TX Micropolitan Statistical Area",Real GDP,788565184,0,
2009,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,21772,1,Large
2010,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,21367,1,Large
2011,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18831,1,Large
2012,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18517,1,Large
2013,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18601,1,Large
2014,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,17880,1,Large
2015,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18147,1,Large
2016,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18577,1,Large
2017,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,18484,1,Large
2018,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,19076,1,Large
2019,45060,"Syracuse, NY Metropolitan Statistical Area",Employment at firms 0-5 years old,20924,1,Large
2009,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,308114.38,1,Large
2010,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,305349.69,1,Large
2011,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,306230.09,1,Large
2012,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,307194.63,1,Large
2013,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,306750.28,1,Large
2014,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,307486.69,1,Large
2015,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,309220.03,1,Large
2016,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,309652.94,1,Large
2017,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,309711.72,1,Large
2018,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,311974.72,1,Large
2019,45060,"Syracuse, NY Metropolitan Statistical Area",Jobs,313871.38,1,Large
2009,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,37551460352,1,Large
2010,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,38372659200,1,Large
2011,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,37520793600,1,Large
2012,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,39304826880,1,Large
2013,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,38673350656,1,Large
2014,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,39174365184,1,Large
2015,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,40360157184,1,Large
2016,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,40566132736,1,Large
2017,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,41541550080,1,Large
2018,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,42329980928,1,Large
2019,45060,"Syracuse, NY Metropolitan Statistical Area",Real GDP,42255462400,1,Large
2009,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,17048.09,0,
2010,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,17105.486,0,
2011,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16697.9,0,
2012,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16222.355,0,
2013,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16495.324,0,
2014,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16593.922,0,
2015,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,17263.053,0,
2016,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,17065.783,0,
2017,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16943.773,0,
2018,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,16910.75,0,
2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Jobs,17216.711,0,
2009,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1222589824,0,
2010,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1276031360,0,
2011,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1232715904,0,
2012,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1202940416,0,
2013,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1234930304,0,
2014,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1251262336,0,
2015,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1301924864,0,
2016,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1323918336,0,
2017,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1273758976,0,
2018,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1262093952,0,
2019,45140,"Tahlequah, OK Micropolitan Statistical Area",Real GDP,1271444224,0,
2009,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,27217.682,0,
2010,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,26872.359,0,
2011,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,27510.633,0,
2012,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,28297.484,0,
2013,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,29738.314,0,
2014,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,29805.979,0,
2015,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,30547.445,0,
2016,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,30051.502,0,
2017,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,30073.313,0,
2018,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,30648.371,0,
2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Jobs,31038.521,0,
2009,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,2507890688,0,
2010,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,2882179840,0,
2011,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,2880258816,0,
2012,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,2928373504,0,
2013,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3182088960,0,
2014,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3152998144,0,
2015,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3151074048,0,
2016,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3210141184,0,
2017,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3125277440,0,
2018,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3181586944,0,
2019,45180,"Talladega-Sylacauga, AL Micropolitan Statistical Area",Real GDP,3254251008,0,
2009,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,15219,1,Midsized
2010,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,13102,1,Midsized
2011,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,13356,1,Midsized
2012,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,12970,1,Midsized
2013,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,12688,1,Midsized
2014,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,13148,1,Midsized
2015,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,14790,1,Midsized
2016,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,14950,1,Midsized
2017,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,15470,1,Midsized
2018,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,14899,1,Midsized
2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,15230,1,Midsized
2009,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,174162.28,1,Midsized
2010,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,172661.31,1,Midsized
2011,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,170920.05,1,Midsized
2012,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,170028.19,1,Midsized
2013,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,170959.58,1,Midsized
2014,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,174259.8,1,Midsized
2015,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,175678.61,1,Midsized
2016,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,179568.2,1,Midsized
2017,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,176902.25,1,Midsized
2018,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,181422.69,1,Midsized
2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Jobs,184330.39,1,Midsized
2009,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,16575797248,1,Midsized
2010,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,16439636992,1,Midsized
2011,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,16035832832,1,Midsized
2012,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,15712251904,1,Midsized
2013,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,15509541888,1,Midsized
2014,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,15801965568,1,Midsized
2015,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,15916986368,1,Midsized
2016,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,16441163776,1,Midsized
2017,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,16968129536,1,Midsized
2018,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,17439434752,1,Midsized
2019,45220,"Tallahassee, FL Metropolitan Statistical Area",Real GDP,17476001792,1,Midsized
2009,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,135429,1,Very Large
2010,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,123534,1,Very Large
2011,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,133038,1,Very Large
2012,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,134444,1,Very Large
2013,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,134196,1,Very Large
2014,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,142040,1,Very Large
2015,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,146748,1,Very Large
2016,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,152293,1,Very Large
2017,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,156187,1,Very Large
2018,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,145076,1,Very Large
2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Employment at firms 0-5 years old,144986,1,Very Large
2009,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1139667.1,1,Very Large
2010,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1120572.6,1,Very Large
2011,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1125883.4,1,Very Large
2012,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1149021.9,1,Very Large
2013,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1175875,1,Very Large
2014,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1205582.4,1,Very Large
2015,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1246964.1,1,Very Large
2016,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1283288.6,1,Very Large
2017,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1301863.1,1,Very Large
2018,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1329459.9,1,Very Large
2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Jobs,1360626.5,1,Very Large
2009,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.35E+11,1,Very Large
2010,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.35E+11,1,Very Large
2011,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.36E+11,1,Very Large
2012,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.37E+11,1,Very Large
2013,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.38E+11,1,Very Large
2014,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.42E+11,1,Very Large
2015,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.48E+11,1,Very Large
2016,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.53E+11,1,Very Large
2017,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.57E+11,1,Very Large
2018,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.63E+11,1,Very Large
2019,45300,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",Real GDP,1.65E+11,1,Very Large
2009,45340,"Taos, NM Micropolitan Statistical Area",Jobs,11104.382,0,
2010,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10747.6,0,
2011,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10570.164,0,
2012,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10457.565,0,
2013,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10675.771,0,
2014,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10732.371,0,
2015,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10738.307,0,
2016,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10864.877,0,
2017,45340,"Taos, NM Micropolitan Statistical Area",Jobs,10998.26,0,
2018,45340,"Taos, NM Micropolitan Statistical Area",Jobs,11103.742,0,
2019,45340,"Taos, NM Micropolitan Statistical Area",Jobs,11204.367,0,
2009,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1127407232,0,
2010,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1054479232,0,
2011,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1050534464,0,
2012,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1036118848,0,
2013,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1020888960,0,
2014,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1033166912,0,
2015,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1035643840,0,
2016,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1076841344,0,
2017,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1072666944,0,
2018,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1071030400,0,
2019,45340,"Taos, NM Micropolitan Statistical Area",Real GDP,1055038592,0,
2009,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,11257.365,0,
2010,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,11344.638,0,
2011,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,11186.394,0,
2012,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,11212.903,0,
2013,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10979.165,0,
2014,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10921.637,0,
2015,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10761.846,0,
2016,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10649.943,0,
2017,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10318.259,0,
2018,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10280.946,0,
2019,45380,"Taylorville, IL Micropolitan Statistical Area",Jobs,10369.021,0,
2009,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1146009728,0,
2010,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1198310272,0,
2011,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1318078976,0,
2012,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1188875776,0,
2013,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1255756160,0,
2014,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1264758400,0,
2015,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1165865856,0,
2016,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1093443328,0,
2017,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1067983168,0,
2018,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1091705984,0,
2019,45380,"Taylorville, IL Micropolitan Statistical Area",Real GDP,1126913792,0,
2009,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,5986,0,
2010,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,6604,0,
2011,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,6159,0,
2012,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,5720,0,
2013,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,5393,0,
2014,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,4740,0,
2015,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,4483,0,
2016,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,4353,0,
2017,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,3966,0,
2018,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,3931,0,
2019,45460,"Terre Haute, IN Metropolitan Statistical Area",Employment at firms 0-5 years old,4043,0,
2009,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73941.586,0,
2010,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73709.867,0,
2011,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73310.234,0,
2012,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,74203,0,
2013,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73815.242,0,
2014,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73966.094,0,
2015,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73869.453,0,
2016,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73771.5,0,
2017,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73347.156,0,
2018,45460,"Terre Haute, IN Metropolitan Statistical Area",Jobs,73250.367,0,
