year,cbsa,cbsatitle,topmetro,metrosize,indicator,tractlevel,value
2019,25760,"Helena-West Helena, AR Micropolitan Statistical Area",0,,Median Household Income,top,59276
2019,25780,"Henderson, NC Micropolitan Statistical Area",0,,Median Household Income,top,66567
2019,25820,"Hereford, TX Micropolitan Statistical Area",0,,Median Household Income,top,74633
2019,25840,"Hermiston-Pendleton, OR Micropolitan Statistical Area",0,,Median Household Income,top,79377
2019,25860,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",1,Midsized,Median Household Income,top,66942
2019,25880,"Hillsdale, MI Micropolitan Statistical Area",0,,Median Household Income,top,77062
2019,25900,"Hilo, HI Micropolitan Statistical Area",0,,Median Household Income,top,95528
2019,25940,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",0,,Median Household Income,top,108745
2019,25980,"Hinesville, GA Metropolitan Statistical Area",0,,Median Household Income,top,76076
2019,26020,"Hobbs, NM Micropolitan Statistical Area",0,,Median Household Income,top,98313
2019,26090,"Holland, MI Micropolitan Statistical Area",0,,Median Household Income,top,92688
2019,26140,"Homosassa Springs, FL Metropolitan Statistical Area",0,,Median Household Income,top,75373
2019,26220,"Hood River, OR Micropolitan Statistical Area",0,,Median Household Income,top,97410
2019,26260,"Hope, AR Micropolitan Statistical Area",0,,Median Household Income,top,67654
2019,26300,"Hot Springs, AR Metropolitan Statistical Area",0,,Median Household Income,top,77952
2019,26340,"Houghton, MI Micropolitan Statistical Area",0,,Median Household Income,top,74379
2019,26380,"Houma-Thibodaux, LA Metropolitan Statistical Area",0,,Median Household Income,top,90123
2019,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",1,Very Large,Median Household Income,top,121526
2019,26460,"Hudson, NY Micropolitan Statistical Area",0,,Median Household Income,top,99422
2019,26500,"Huntingdon, PA Micropolitan Statistical Area",0,,Median Household Income,top,83805
2019,26540,"Huntington, IN Micropolitan Statistical Area",0,,Median Household Income,top,85137
2019,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",1,Midsized,Median Household Income,top,65082
2019,26620,"Huntsville, AL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,109898
2019,26660,"Huntsville, TX Micropolitan Statistical Area",0,,Median Household Income,top,82012
2019,26700,"Huron, SD Micropolitan Statistical Area",0,,Median Household Income,top,84767
2019,26740,"Hutchinson, KS Micropolitan Statistical Area",0,,Median Household Income,top,83472
2019,26780,"Hutchinson, MN Micropolitan Statistical Area",0,,Median Household Income,top,89161
2019,26820,"Idaho Falls, ID Metropolitan Statistical Area",0,,Median Household Income,top,96753
2019,26860,"Indiana, PA Micropolitan Statistical Area",0,,Median Household Income,top,78425
2019,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",1,Very Large,Median Household Income,top,101399
2019,26940,"Indianola, MS Micropolitan Statistical Area",0,,Median Household Income,top,62512
2019,26980,"Iowa City, IA Metropolitan Statistical Area",0,,Median Household Income,top,104587
2019,27020,"Iron Mountain, MI-WI Micropolitan Statistical Area",0,,Median Household Income,top,85407
2019,27060,"Ithaca, NY Metropolitan Statistical Area",0,,Median Household Income,top,92801
2019,27100,"Jackson, MI Metropolitan Statistical Area",0,,Median Household Income,top,90030
2019,27140,"Jackson, MS Metropolitan Statistical Area",1,Large,Median Household Income,top,89288
2019,27160,"Jackson, OH Micropolitan Statistical Area",0,,Median Household Income,top,69380
2019,27180,"Jackson, TN Metropolitan Statistical Area",0,,Median Household Income,top,85883
2019,27220,"Jackson, WY-ID Micropolitan Statistical Area",0,,Median Household Income,top,104845
2019,27260,"Jacksonville, FL Metropolitan Statistical Area",1,Very Large,Median Household Income,top,97329
2019,27300,"Jacksonville, IL Micropolitan Statistical Area",0,,Median Household Income,top,81209
2019,27340,"Jacksonville, NC Metropolitan Statistical Area",0,,Median Household Income,top,80836
2019,27380,"Jacksonville, TX Micropolitan Statistical Area",0,,Median Household Income,top,76547
2019,27420,"Jamestown, ND Micropolitan Statistical Area",0,,Median Household Income,top,91710
2019,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",0,,Median Household Income,top,76808
2019,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",0,,Median Household Income,top,91200
2019,27530,"Jasper, AL Micropolitan Statistical Area ",0,,Median Household Income,top,70778
2019,27540,"Jasper, IN Micropolitan Statistical Area",0,,Median Household Income,top,85217
2019,27600,"Jefferson, GA Micropolitan Statistical Area",0,,Median Household Income,top,96673
2019,27620,"Jefferson City, MO Metropolitan Statistical Area",0,,Median Household Income,top,89156
2019,27660,"Jennings, LA Micropolitan Statistical Area",0,,Median Household Income,top,76377
2019,27700,"Jesup, GA Micropolitan Statistical Area",0,,Median Household Income,top,66781
2019,27740,"Johnson City, TN Metropolitan Statistical Area",0,,Median Household Income,top,79715
2019,27780,"Johnstown, PA Metropolitan Statistical Area",0,,Median Household Income,top,79957
2019,27860,"Jonesboro, AR Metropolitan Statistical Area",0,,Median Household Income,top,84902
2019,27900,"Joplin, MO Metropolitan Statistical Area",0,,Median Household Income,top,79918
2019,27940,"Juneau, AK Micropolitan Statistical Area",0,,Median Household Income,top,109224
2019,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",0,,Median Household Income,top,105764
2019,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",1,Midsized,Median Household Income,top,89616
2019,28060,"Kalispell, MT Micropolitan Statistical Area",0,,Median Household Income,top,85938
2019,28100,"Kankakee, IL Metropolitan Statistical Area",0,,Median Household Income,top,97274
2019,28140,"Kansas City, MO-KS Metropolitan Statistical Area",1,Very Large,Median Household Income,top,114843
2019,28180,"Kapaa, HI Micropolitan Statistical Area",0,,Median Household Income,top,96131
2019,28260,"Kearney, NE Micropolitan Statistical Area",0,,Median Household Income,top,88513
2019,28300,"Keene, NH Micropolitan Statistical Area",0,,Median Household Income,top,96410
2019,28340,"Kendallville, IN Micropolitan Statistical Area",0,,Median Household Income,top,85617
2019,28380,"Kennett, MO Micropolitan Statistical Area",0,,Median Household Income,top,65215
2019,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,110499
2019,28500,"Kerrville, TX Micropolitan Statistical Area",0,,Median Household Income,top,85649
2019,28540,"Ketchikan, AK Micropolitan Statistical Area",0,,Median Household Income,top,105030
2019,28580,"Key West, FL Micropolitan Statistical Area",0,,Median Household Income,top,102690
2019,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",0,,Median Household Income,top,99464
2019,28660,"Killeen-Temple, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,top,77967
2019,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,62887
2019,28740,"Kingston, NY Metropolitan Statistical Area",0,,Median Household Income,top,98086
2019,28780,"Kingsville, TX Micropolitan Statistical Area",0,,Median Household Income,top,74102
2019,28820,"Kinston, NC Micropolitan Statistical Area",0,,Median Household Income,top,71940
2019,28860,"Kirksville, MO Micropolitan Statistical Area",0,,Median Household Income,top,69915
2019,28900,"Klamath Falls, OR Micropolitan Statistical Area",0,,Median Household Income,top,83265
2019,28940,"Knoxville, TN Metropolitan Statistical Area",1,Large,Median Household Income,top,91657
2019,29020,"Kokomo, IN Metropolitan Statistical Area",0,,Median Household Income,top,94088
2019,29060,"Laconia, NH Micropolitan Statistical Area",0,,Median Household Income,top,97021
2019,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",0,,Median Household Income,top,96798
2019,29180,"Lafayette, LA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,78615
2019,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",0,,Median Household Income,top,94535
2019,29260,"La Grande, OR Micropolitan Statistical Area",0,,Median Household Income,top,84700
2019,29300,"LaGrange, GA-AL Micropolitan Statistical Area",0,,Median Household Income,top,84728
2019,29340,"Lake Charles, LA Metropolitan Statistical Area",0,,Median Household Income,top,90788
2019,29380,"Lake City, FL Micropolitan Statistical Area",0,,Median Household Income,top,76675
2019,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",0,,Median Household Income,top,77602
2019,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,Large,Median Household Income,top,73780
2019,29500,"Lamesa, TX Micropolitan Statistical Area",0,,Median Household Income,top,84113
2019,29540,"Lancaster, PA Metropolitan Statistical Area",1,Large,Median Household Income,top,86954
2019,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,Large,Median Household Income,top,88325
2019,29660,"Laramie, WY Micropolitan Statistical Area",0,,Median Household Income,top,85121
2019,29700,"Laredo, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,top,78886
2019,29740,"Las Cruces, NM Metropolitan Statistical Area",0,,Median Household Income,top,80346
2019,29780,"Las Vegas, NM Micropolitan Statistical Area",0,,Median Household Income,top,35264
2019,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,Very Large,Median Household Income,top,97296
2019,29860,"Laurel, MS Micropolitan Statistical Area",0,,Median Household Income,top,72269
2019,29900,"Laurinburg, NC Micropolitan Statistical Area",0,,Median Household Income,top,60813
2019,29940,"Lawrence, KS Metropolitan Statistical Area",0,,Median Household Income,top,96919
2019,29980,"Lawrenceburg, TN Micropolitan Statistical Area",0,,Median Household Income,top,66436
2019,30020,"Lawton, OK Metropolitan Statistical Area",0,,Median Household Income,top,89413
2019,30060,"Lebanon, MO Micropolitan Statistical Area",0,,Median Household Income,top,71529
2019,30140,"Lebanon, PA Metropolitan Statistical Area",0,,Median Household Income,top,91259
2019,30220,"Levelland, TX Micropolitan Statistical Area",0,,Median Household Income,top,74604
2019,30260,"Lewisburg, PA Micropolitan Statistical Area",0,,Median Household Income,top,104290
2019,30280,"Lewisburg, TN Micropolitan Statistical Area",0,,Median Household Income,top,78949
2019,30300,"Lewiston, ID-WA Metropolitan Statistical Area",0,,Median Household Income,top,87009
2019,30340,"Lewiston-Auburn, ME Metropolitan Statistical Area",0,,Median Household Income,top,88470
2019,30380,"Lewistown, PA Micropolitan Statistical Area",0,,Median Household Income,top,75992
2019,30420,"Lexington, NE Micropolitan Statistical Area",0,,Median Household Income,top,81769
2019,30460,"Lexington-Fayette, KY Metropolitan Statistical Area",1,Large,Median Household Income,top,104329
2019,30580,"Liberal, KS Micropolitan Statistical Area",0,,Median Household Income,top,83842
2019,30620,"Lima, OH Metropolitan Statistical Area",0,,Median Household Income,top,87637
2019,30660,"Lincoln, IL Micropolitan Statistical Area",0,,Median Household Income,top,89832
2019,30700,"Lincoln, NE Metropolitan Statistical Area",1,Midsized,Median Household Income,top,101605
2019,30780,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",1,Large,Median Household Income,top,82580
2019,30820,"Lock Haven, PA Micropolitan Statistical Area",0,,Median Household Income,top,82846
2019,30860,"Logan, UT-ID Metropolitan Statistical Area",0,,Median Household Income,top,98826
2019,30900,"Logansport, IN Micropolitan Statistical Area",0,,Median Household Income,top,76064
2019,30940,"London, KY Micropolitan Statistical Area",0,,Median Household Income,top,66385
2019,30980,"Longview, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,top,70970
2019,31020,"Longview, WA Metropolitan Statistical Area",0,,Median Household Income,top,91325
2019,31060,"Los Alamos, NM Micropolitan Statistical Area",0,,Median Household Income,top,129955
2019,31080,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",1,Very Large,Median Household Income,top,128354
2019,31140,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",1,Very Large,Median Household Income,top,97934
2019,31180,"Lubbock, TX Metropolitan Statistical Area",1,Midsized,Median Household Income,top,86958
2019,31220,"Ludington, MI Micropolitan Statistical Area",0,,Median Household Income,top,80748
2019,31260,"Lufkin, TX Micropolitan Statistical Area",0,,Median Household Income,top,80278
2019,31300,"Lumberton, NC Micropolitan Statistical Area",0,,Median Household Income,top,61603
2019,31340,"Lynchburg, VA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,75631
2019,31380,"Macomb, IL Micropolitan Statistical Area",0,,Median Household Income,top,76798
2019,31420,"Macon-Bibb County, GA Metropolitan Statistical Area",0,,Median Household Income,top,72719
2019,31460,"Madera, CA Metropolitan Statistical Area",0,,Median Household Income,top,91916
2019,31500,"Madison, IN Micropolitan Statistical Area",0,,Median Household Income,top,78635
2019,31540,"Madison, WI Metropolitan Statistical Area",1,Large,Median Household Income,top,103592
2019,31580,"Madisonville, KY Micropolitan Statistical Area",0,,Median Household Income,top,73600
2019,31620,"Magnolia, AR Micropolitan Statistical Area",0,,Median Household Income,top,60022
2019,31660,"Malone, NY Micropolitan Statistical Area",0,,Median Household Income,top,82284
2019,31680,"Malvern, AR Micropolitan Statistical Area",0,,Median Household Income,top,71397
2019,31700,"Manchester-Nashua, NH Metropolitan Statistical Area",1,Midsized,Median Household Income,top,124312
2019,31740,"Manhattan, KS Metropolitan Statistical Area",0,,Median Household Income,top,92813
2019,31820,"Manitowoc, WI Micropolitan Statistical Area",0,,Median Household Income,top,88791
2019,31860,"Mankato-North Mankato, MN Metropolitan Statistical Area",0,,Median Household Income,top,92506
2019,31900,"Mansfield, OH Metropolitan Statistical Area",0,,Median Household Income,top,84533
2019,31930,"Marietta, OH Micropolitan Statistical Area",0,,Median Household Income,top,81459
2019,31940,"Marinette, WI-MI Micropolitan Statistical Area",0,,Median Household Income,top,78034
2019,31980,"Marion, IN Micropolitan Statistical Area",0,,Median Household Income,top,79956
2019,32000,"Marion, NC Micropolitan Statistical Area",0,,Median Household Income,top,69137
2019,32020,"Marion, OH Micropolitan Statistical Area",0,,Median Household Income,top,81723
2019,32100,"Marquette, MI Micropolitan Statistical Area",0,,Median Household Income,top,84828
2019,32140,"Marshall, MN Micropolitan Statistical Area",0,,Median Household Income,top,86401
2019,32180,"Marshall, MO Micropolitan Statistical Area",0,,Median Household Income,top,78930
2019,32260,"Marshalltown, IA Micropolitan Statistical Area",0,,Median Household Income,top,85305
2019,32280,"Martin, TN Micropolitan Statistical Area",0,,Median Household Income,top,66860
2019,32300,"Martinsville, VA Micropolitan Statistical Area",0,,Median Household Income,top,63475
2019,32340,"Maryville, MO Micropolitan Statistical Area",0,,Median Household Income,top,77796
2019,32380,"Mason City, IA Micropolitan Statistical Area",0,,Median Household Income,top,87851
2019,32460,"Mayfield, KY Micropolitan Statistical Area",0,,Median Household Income,top,73697
2019,32500,"Maysville, KY Micropolitan Statistical Area",0,,Median Household Income,top,79666
2019,32540,"McAlester, OK Micropolitan Statistical Area",0,,Median Household Income,top,73565
2019,32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",1,Large,Median Household Income,top,60696
2019,32620,"McComb, MS Micropolitan Statistical Area",0,,Median Household Income,top,52023
2019,32660,"McMinnville, TN Micropolitan Statistical Area",0,,Median Household Income,top,69031
2019,32700,"McPherson, KS Micropolitan Statistical Area",0,,Median Household Income,top,80271
2019,32740,"Meadville, PA Micropolitan Statistical Area",0,,Median Household Income,top,80071
2019,32780,"Medford, OR Metropolitan Statistical Area",0,,Median Household Income,top,88283
2019,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",1,Very Large,Median Household Income,top,95539
2019,32860,"Menomonie, WI Micropolitan Statistical Area",0,,Median Household Income,top,86959
2019,32900,"Merced, CA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,75575
2019,32940,"Meridian, MS Micropolitan Statistical Area",0,,Median Household Income,top,80757
2019,33020,"Mexico, MO Micropolitan Statistical Area",0,,Median Household Income,top,69859
2019,33060,"Miami, OK Micropolitan Statistical Area",0,,Median Household Income,top,70665
2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",1,Very Large,Median Household Income,top,109301
2019,33140,"Michigan City-La Porte, IN Metropolitan Statistical Area",0,,Median Household Income,top,90594
2019,33180,"Middlesborough, KY Micropolitan Statistical Area",0,,Median Household Income,top,33158
2019,33220,"Midland, MI Metropolitan Statistical Area",0,,Median Household Income,top,97465
2019,33260,"Midland, TX Metropolitan Statistical Area",0,,Median Household Income,top,112553
2019,33300,"Milledgeville, GA Micropolitan Statistical Area",0,,Median Household Income,top,76746
2019,33340,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",1,Very Large,Median Household Income,top,106479
2019,33380,"Minden, LA Micropolitan Statistical Area",0,,Median Household Income,top,60463
2019,33420,"Mineral Wells, TX Micropolitan Statistical Area",0,,Median Household Income,top,78509
2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",1,Very Large,Median Household Income,top,124792
2019,33500,"Minot, ND Micropolitan Statistical Area",0,,Median Household Income,top,94571
2019,33540,"Missoula, MT Metropolitan Statistical Area",0,,Median Household Income,top,93609
2019,33580,"Mitchell, SD Micropolitan Statistical Area",0,,Median Household Income,top,81740
2019,33620,"Moberly, MO Micropolitan Statistical Area",0,,Median Household Income,top,77125
2019,33660,"Mobile, AL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,69701
2019,33700,"Modesto, CA Metropolitan Statistical Area",1,Large,Median Household Income,top,87392
2019,33740,"Monroe, LA Metropolitan Statistical Area",0,,Median Household Income,top,83362
2019,33780,"Monroe, MI Metropolitan Statistical Area",0,,Median Household Income,top,91468
2019,33860,"Montgomery, AL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,86898
2019,33940,"Montrose, CO Micropolitan Statistical Area",0,,Median Household Income,top,84111
2019,33980,"Morehead City, NC Micropolitan Statistical Area",0,,Median Household Income,top,91791
2019,34020,"Morgan City, LA Micropolitan Statistical Area",0,,Median Household Income,top,70848
2019,34060,"Morgantown, WV Metropolitan Statistical Area",0,,Median Household Income,top,96045
2019,34100,"Morristown, TN Metropolitan Statistical Area",0,,Median Household Income,top,77354
2019,34140,"Moscow, ID Micropolitan Statistical Area",0,,Median Household Income,top,84139
2019,34180,"Moses Lake, WA Micropolitan Statistical Area",0,,Median Household Income,top,84518
2019,34220,"Moultrie, GA Micropolitan Statistical Area",0,,Median Household Income,top,65706
2019,34260,"Mountain Home, AR Micropolitan Statistical Area",0,,Median Household Income,top,69278
2019,34300,"Mountain Home, ID Micropolitan Statistical Area",0,,Median Household Income,top,73111
2019,34340,"Mount Airy, NC Micropolitan Statistical Area",0,,Median Household Income,top,71645
2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",0,,Median Household Income,top,65448
2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",0,,Median Household Income,top,81883
2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",0,,Median Household Income,top,72938
2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",0,,Median Household Income,top,72070
2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",0,,Median Household Income,top,78530
2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",0,,Median Household Income,top,91773
2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",0,,Median Household Income,top,97817
2019,34620,"Muncie, IN Metropolitan Statistical Area",0,,Median Household Income,top,84633
2019,34660,"Murray, KY Micropolitan Statistical Area",0,,Median Household Income,top,76863
2019,34700,"Muscatine, IA Micropolitan Statistical Area",0,,Median Household Income,top,89934
2019,34740,"Muskegon, MI Metropolitan Statistical Area",0,,Median Household Income,top,87751
2019,34780,"Muskogee, OK Micropolitan Statistical Area",0,,Median Household Income,top,73401
2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",1,Midsized,Median Household Income,top,72124
2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",0,,Median Household Income,top,76589
2019,34900,"Napa, CA Metropolitan Statistical Area",0,,Median Household Income,top,123704
2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,112395
2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",1,Very Large,Median Household Income,top,112573
2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",0,,Median Household Income,top,54526
2019,35060,"Natchitoches, LA Micropolitan Statistical Area",0,,Median Household Income,top,55816
2019,35100,"New Bern, NC Metropolitan Statistical Area",0,,Median Household Income,top,92609
2019,35140,"Newberry, SC Micropolitan Statistical Area",0,,Median Household Income,top,82803
2019,35220,"New Castle, IN Micropolitan Statistical Area",0,,Median Household Income,top,77084
2019,35260,"New Castle, PA Micropolitan Statistical Area",0,,Median Household Income,top,82745
2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",1,Large,Median Household Income,top,119693
2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",1,Very Large,Median Household Income,top,89655
2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",0,,Median Household Income,top,81523
2019,35440,"Newport, OR Micropolitan Statistical Area",0,,Median Household Income,top,73925
2019,35460,"Newport, TN Micropolitan Statistical Area",0,,Median Household Income,top,63867
2019,35580,"New Ulm, MN Micropolitan Statistical Area",0,,Median Household Income,top,83920
2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",1,Very Large,Median Household Income,top,146083
2019,35660,"Niles, MI Metropolitan Statistical Area",0,,Median Household Income,top,93044
2019,35700,"Nogales, AZ Micropolitan Statistical Area",0,,Median Household Income,top,75637
2019,35740,"Norfolk, NE Micropolitan Statistical Area",0,,Median Household Income,top,84563
2019,35820,"North Platte, NE Micropolitan Statistical Area",0,,Median Household Income,top,92637
2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",1,Large,Median Household Income,top,93114
2019,35860,"North Vernon, IN Micropolitan Statistical Area",0,,Median Household Income,top,77860
2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",0,,Median Household Income,top,73428
2019,35940,"Norwalk, OH Micropolitan Statistical Area",0,,Median Household Income,top,82544
2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",1,Midsized,Median Household Income,top,110414
2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",0,,Median Household Income,top,94128
2019,36100,"Ocala, FL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,58787
2019,36140,"Ocean City, NJ Metropolitan Statistical Area",0,,Median Household Income,top,106040
2019,36220,"Odessa, TX Metropolitan Statistical Area",0,,Median Household Income,top,97270
2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",1,Large,Median Household Income,top,108182
2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",0,,Median Household Income,top,80323
2019,36340,"Oil City, PA Micropolitan Statistical Area",0,,Median Household Income,top,77101
2019,36380,"Okeechobee, FL Micropolitan Statistical Area",0,,Median Household Income,top,70548
2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",1,Very Large,Median Household Income,top,94190
2019,36460,"Olean, NY Micropolitan Statistical Area",0,,Median Household Income,top,78296
2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",1,Midsized,Median Household Income,top,94928
2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",1,Large,Median Household Income,top,112318
2019,36580,"Oneonta, NY Micropolitan Statistical Area",0,,Median Household Income,top,82195
2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",0,,Median Household Income,top,73289
2019,36660,"Opelousas, LA Micropolitan Statistical Area",0,,Median Household Income,top,67329
2019,36700,"Orangeburg, SC Micropolitan Statistical Area",0,,Median Household Income,top,64749
2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",1,Very Large,Median Household Income,top,94112
2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",0,,Median Household Income,top,95391
2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",0,,Median Household Income,top,83503
2019,36830,"Othello, WA Micropolitan Statistical Area",0,,Median Household Income,top,72599
2019,36840,"Ottawa, KS Micropolitan Statistical Area",0,,Median Household Income,top,81565
2019,36860,"Ottawa, IL Micropolitan Statistical Area",0,,Median Household Income,top,86738
2019,36900,"Ottumwa, IA Micropolitan Statistical Area",0,,Median Household Income,top,82274
2019,36940,"Owatonna, MN Micropolitan Statistical Area",0,,Median Household Income,top,92143
2019,36980,"Owensboro, KY Metropolitan Statistical Area",0,,Median Household Income,top,88655
2019,37060,"Oxford, MS Micropolitan Statistical Area",0,,Median Household Income,top,82193
2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",1,Large,Median Household Income,top,139960
2019,37120,"Ozark, AL Micropolitan Statistical Area",0,,Median Household Income,top,80869
2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",0,,Median Household Income,top,81039
2019,37220,"Pahrump, NV Micropolitan Statistical Area",0,,Median Household Income,top,76914
2019,37260,"Palatka, FL Micropolitan Statistical Area",0,,Median Household Income,top,61809
2019,37300,"Palestine, TX Micropolitan Statistical Area",0,,Median Household Income,top,75158
2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",1,Large,Median Household Income,top,84192
2019,37420,"Pampa, TX Micropolitan Statistical Area",0,,Median Household Income,top,91932
2019,37460,"Panama City, FL Metropolitan Statistical Area",0,,Median Household Income,top,88551
2019,37500,"Paragould, AR Micropolitan Statistical Area",0,,Median Household Income,top,75085
2019,37540,"Paris, TN Micropolitan Statistical Area",0,,Median Household Income,top,66214
2019,37580,"Paris, TX Micropolitan Statistical Area",0,,Median Household Income,top,76794
2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",0,,Median Household Income,top,84414
2019,37660,"Parsons, KS Micropolitan Statistical Area",0,,Median Household Income,top,77898
2019,37740,"Payson, AZ Micropolitan Statistical Area",0,,Median Household Income,top,69766
2019,37770,"Pearsall, TX Micropolitan Statistical Area",0,,Median Household Income,top,64545
2019,37780,"Pecos, TX Micropolitan Statistical Area",0,,Median Household Income,top,82982
2019,37800,"Pella, IA Micropolitan Statistical Area",0,,Median Household Income,top,89490
2019,37860,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",1,Large,Median Household Income,top,82525
2019,37900,"Peoria, IL Metropolitan Statistical Area",1,Midsized,Median Household Income,top,88014
2019,37940,"Peru, IN Micropolitan Statistical Area",0,,Median Household Income,top,79660
2019,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",1,Very Large,Median Household Income,top,128238
2019,38060,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",1,Very Large,Median Household Income,top,114353
2019,38100,"Picayune, MS Micropolitan Statistical Area",0,,Median Household Income,top,78395
2019,38180,"Pierre, SD Micropolitan Statistical Area",0,,Median Household Income,top,96309
2019,38220,"Pine Bluff, AR Metropolitan Statistical Area",0,,Median Household Income,top,74072
2019,38240,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",0,,Median Household Income,top,96825
2019,38260,"Pittsburg, KS Micropolitan Statistical Area",0,,Median Household Income,top,71833
2019,38300,"Pittsburgh, PA Metropolitan Statistical Area",1,Very Large,Median Household Income,top,96713
2019,38340,"Pittsfield, MA Metropolitan Statistical Area",0,,Median Household Income,top,95956
2019,38380,"Plainview, TX Micropolitan Statistical Area",0,,Median Household Income,top,73642
2019,38420,"Platteville, WI Micropolitan Statistical Area",0,,Median Household Income,top,81522
2019,38460,"Plattsburgh, NY Micropolitan Statistical Area",0,,Median Household Income,top,85660
2019,38500,"Plymouth, IN Micropolitan Statistical Area",0,,Median Household Income,top,86138
2019,38540,"Pocatello, ID Metropolitan Statistical Area",0,,Median Household Income,top,91600
2019,38580,"Point Pleasant, WV-OH Micropolitan Statistical Area",0,,Median Household Income,top,67222
2019,38620,"Ponca City, OK Micropolitan Statistical Area",0,,Median Household Income,top,78913
2019,38700,"Pontiac, IL Micropolitan Statistical Area",0,,Median Household Income,top,81316
2019,38740,"Poplar Bluff, MO Micropolitan Statistical Area",0,,Median Household Income,top,65960
