year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2018-2019,34340,"Mount Airy, NC Micropolitan Statistical Area",Percent Change in Real GDP,-.0024853039,0,,,
2009-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Percent Change in Real GDP,-.019165123,0,,,
2014-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Percent Change in Real GDP,.089891896,0,,,
2018-2019,34350,"Mount Gay-Shamrock, WV Micropolitan Statistical Area",Percent Change in Real GDP,.1136602,0,,,
2009-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Percent Change in Real GDP,.031683587,0,,,
2014-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Percent Change in Real GDP,.054713499,0,,,
2018-2019,34380,"Mount Pleasant, MI Micropolitan Statistical Area",Percent Change in Real GDP,-.011037367,0,,,
2009-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.072705559,0,,,
2014-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.048823036,0,,,
2018-2019,34420,"Mount Pleasant, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.017425589,0,,,
2009-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Percent Change in Real GDP,.13711785,0,,,
2014-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Percent Change in Real GDP,.028677154,0,,,
2018-2019,34460,"Mount Sterling, KY Micropolitan Statistical Area",Percent Change in Real GDP,.000124282,0,,,
2009-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Percent Change in Real GDP,.11910053,0,,,
2014-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Percent Change in Real GDP,.064082943,0,,,
2018-2019,34500,"Mount Vernon, IL Micropolitan Statistical Area",Percent Change in Real GDP,.0073543801,0,,,
2009-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Percent Change in Real GDP,.19973515,0,,,
2014-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Percent Change in Real GDP,.028489128,0,,,
2018-2019,34540,"Mount Vernon, OH Micropolitan Statistical Area",Percent Change in Real GDP,.010160351,0,,,
2009-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Percent Change in Real GDP,.35741773,0,,,
2014-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Percent Change in Real GDP,.19785915,0,,,
2018-2019,34580,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",Percent Change in Real GDP,.016964961,0,,,
2009-2019,34620,"Muncie, IN Metropolitan Statistical Area",Percent Change in Real GDP,.062700689,0,,,
2014-2019,34620,"Muncie, IN Metropolitan Statistical Area",Percent Change in Real GDP,.031758174,0,,,
2018-2019,34620,"Muncie, IN Metropolitan Statistical Area",Percent Change in Real GDP,.0061872709,0,,,
2009-2019,34660,"Murray, KY Micropolitan Statistical Area",Percent Change in Real GDP,.14131166,0,,,
2014-2019,34660,"Murray, KY Micropolitan Statistical Area",Percent Change in Real GDP,.084070921,0,,,
2018-2019,34660,"Murray, KY Micropolitan Statistical Area",Percent Change in Real GDP,.0051219109,0,,,
2009-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Percent Change in Real GDP,.10043758,0,,,
2014-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Percent Change in Real GDP,.0086359056,0,,,
2018-2019,34700,"Muscatine, IA Micropolitan Statistical Area",Percent Change in Real GDP,-.0047784322,0,,,
2009-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Percent Change in Real GDP,.14040507,0,,,
2014-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Percent Change in Real GDP,.051931422,0,,,
2018-2019,34740,"Muskegon, MI Metropolitan Statistical Area",Percent Change in Real GDP,-.012349585,0,,,
2009-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Percent Change in Real GDP,.069710404,0,,,
2014-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Percent Change in Real GDP,-.0070204991,0,,,
2018-2019,34780,"Muskogee, OK Micropolitan Statistical Area",Percent Change in Real GDP,.016933935,0,,,
2009-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Percent Change in Real GDP,.28759032,1,Midsized,34,10
2014-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Percent Change in Real GDP,.18957785,1,Midsized,27,8
2018-2019,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",Percent Change in Real GDP,.00202872,1,Midsized,128,49
2009-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Percent Change in Real GDP,.035663348,0,,,
2014-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Percent Change in Real GDP,.051744513,0,,,
2018-2019,34860,"Nacogdoches, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.0085166264,0,,,
2009-2019,34900,"Napa, CA Metropolitan Statistical Area",Percent Change in Real GDP,.24122755,0,,,
2014-2019,34900,"Napa, CA Metropolitan Statistical Area",Percent Change in Real GDP,.1388116,0,,,
2018-2019,34900,"Napa, CA Metropolitan Statistical Area",Percent Change in Real GDP,.0037709121,0,,,
2009-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Percent Change in Real GDP,.35959595,1,Midsized,14,3
2014-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Percent Change in Real GDP,.19430955,1,Midsized,24,6
2018-2019,34940,"Naples-Marco Island, FL Metropolitan Statistical Area",Percent Change in Real GDP,.0087800557,1,Midsized,56,23
2009-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Percent Change in Real GDP,.42741996,1,Very Large,10,6
2014-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Percent Change in Real GDP,.21681909,1,Very Large,17,7
2018-2019,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",Percent Change in Real GDP,.017339973,1,Very Large,22,9
2009-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Percent Change in Real GDP,-.022307839,0,,,
2014-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Percent Change in Real GDP,-.019230982,0,,,
2018-2019,35020,"Natchez, MS-LA Micropolitan Statistical Area",Percent Change in Real GDP,.027136246,0,,,
2009-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Percent Change in Real GDP,-.056880392,0,,,
2014-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Percent Change in Real GDP,.028407067,0,,,
2018-2019,35060,"Natchitoches, LA Micropolitan Statistical Area",Percent Change in Real GDP,.00013920999,0,,,
2009-2019,35100,"New Bern, NC Metropolitan Statistical Area",Percent Change in Real GDP,-.035873093,0,,,
2014-2019,35100,"New Bern, NC Metropolitan Statistical Area",Percent Change in Real GDP,-.015233407,0,,,
2018-2019,35100,"New Bern, NC Metropolitan Statistical Area",Percent Change in Real GDP,-.00355155,0,,,
2009-2019,35140,"Newberry, SC Micropolitan Statistical Area",Percent Change in Real GDP,.1747853,0,,,
2014-2019,35140,"Newberry, SC Micropolitan Statistical Area",Percent Change in Real GDP,.15268403,0,,,
2018-2019,35140,"Newberry, SC Micropolitan Statistical Area",Percent Change in Real GDP,.022540048,0,,,
2009-2019,35220,"New Castle, IN Micropolitan Statistical Area",Percent Change in Real GDP,.049384851,0,,,
2014-2019,35220,"New Castle, IN Micropolitan Statistical Area",Percent Change in Real GDP,.06517449,0,,,
2018-2019,35220,"New Castle, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.01908743,0,,,
2009-2019,35260,"New Castle, PA Micropolitan Statistical Area",Percent Change in Real GDP,.017528726,0,,,
2014-2019,35260,"New Castle, PA Micropolitan Statistical Area",Percent Change in Real GDP,-.0059427312,0,,,
2018-2019,35260,"New Castle, PA Micropolitan Statistical Area",Percent Change in Real GDP,-.0093574496,0,,,
2009-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Percent Change in Real GDP,.036148127,1,Large,170,52
2014-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Percent Change in Real GDP,.079756007,1,Large,119,34
2018-2019,35300,"New Haven-Milford, CT Metropolitan Statistical Area",Percent Change in Real GDP,.0022850409,1,Large,123,35
2009-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Percent Change in Real GDP,.084182151,1,Very Large,157,51
2014-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Percent Change in Real GDP,.032128066,1,Very Large,165,53
2018-2019,35380,"New Orleans-Metairie, LA Metropolitan Statistical Area",Percent Change in Real GDP,.0036933341,1,Very Large,104,32
2009-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Percent Change in Real GDP,.32277736,0,,,
2014-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Percent Change in Real GDP,.073944919,0,,,
2018-2019,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",Percent Change in Real GDP,.012663353,0,,,
2009-2019,35440,"Newport, OR Micropolitan Statistical Area",Percent Change in Real GDP,.10209867,0,,,
2014-2019,35440,"Newport, OR Micropolitan Statistical Area",Percent Change in Real GDP,.1337046,0,,,
2018-2019,35440,"Newport, OR Micropolitan Statistical Area",Percent Change in Real GDP,-.0050777248,0,,,
2009-2019,35460,"Newport, TN Micropolitan Statistical Area",Percent Change in Real GDP,.02410751,0,,,
2014-2019,35460,"Newport, TN Micropolitan Statistical Area",Percent Change in Real GDP,.070241436,0,,,
2018-2019,35460,"Newport, TN Micropolitan Statistical Area",Percent Change in Real GDP,.004244939,0,,,
2009-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Percent Change in Real GDP,.055878703,0,,,
2014-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Percent Change in Real GDP,.072591908,0,,,
2018-2019,35580,"New Ulm, MN Micropolitan Statistical Area",Percent Change in Real GDP,.015456284,0,,,
2009-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Percent Change in Real GDP,.21563607,1,Very Large,69,29
2014-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Percent Change in Real GDP,.10962455,1,Very Large,87,29
2018-2019,35620,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",Percent Change in Real GDP,.0060898289,1,Very Large,73,24
2009-2019,35660,"Niles, MI Metropolitan Statistical Area",Percent Change in Real GDP,.12238543,0,,,
2014-2019,35660,"Niles, MI Metropolitan Statistical Area",Percent Change in Real GDP,.075248934,0,,,
2018-2019,35660,"Niles, MI Metropolitan Statistical Area",Percent Change in Real GDP,.00093008101,0,,,
2009-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Percent Change in Real GDP,.14325599,0,,,
2014-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Percent Change in Real GDP,.043152742,0,,,
2018-2019,35700,"Nogales, AZ Micropolitan Statistical Area",Percent Change in Real GDP,-.0060894759,0,,,
2009-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Percent Change in Real GDP,.23885374,0,,,
2014-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Percent Change in Real GDP,.054216124,0,,,
2018-2019,35740,"Norfolk, NE Micropolitan Statistical Area",Percent Change in Real GDP,.010858004,0,,,
2009-2019,35820,"North Platte, NE Micropolitan Statistical Area",Percent Change in Real GDP,.093371637,0,,,
2014-2019,35820,"North Platte, NE Micropolitan Statistical Area",Percent Change in Real GDP,-.017868198,0,,,
2018-2019,35820,"North Platte, NE Micropolitan Statistical Area",Percent Change in Real GDP,-.025887545,0,,,
2009-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Percent Change in Real GDP,.27274349,1,Large,38,9
2014-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Percent Change in Real GDP,.16122334,1,Large,43,13
2018-2019,35840,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",Percent Change in Real GDP,-.001564729,1,Large,157,45
2009-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Percent Change in Real GDP,.00314308,0,,,
2014-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Percent Change in Real GDP,.015388433,0,,,
2018-2019,35860,"North Vernon, IN Micropolitan Statistical Area",Percent Change in Real GDP,-.005263221,0,,,
2009-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Percent Change in Real GDP,.16323535,0,,,
2014-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Percent Change in Real GDP,.17773613,0,,,
2018-2019,35900,"North Wilkesboro, NC Micropolitan Statistical Area",Percent Change in Real GDP,-.0090573188,0,,,
2009-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Percent Change in Real GDP,.1250606,0,,,
2014-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Percent Change in Real GDP,.043208931,0,,,
2018-2019,35940,"Norwalk, OH Micropolitan Statistical Area",Percent Change in Real GDP,-.0060770442,0,,,
2009-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Percent Change in Real GDP,-.018123591,1,Midsized,184,77
2014-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Percent Change in Real GDP,.074966192,1,Midsized,126,48
2018-2019,35980,"Norwich-New London, CT Metropolitan Statistical Area",Percent Change in Real GDP,.00065673998,1,Midsized,148,60
2009-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Percent Change in Real GDP,-.000182105,0,,,
2014-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Percent Change in Real GDP,.040037073,0,,,
2018-2019,36020,"Oak Harbor, WA Micropolitan Statistical Area",Percent Change in Real GDP,-.025144456,0,,,
2009-2019,36100,"Ocala, FL Metropolitan Statistical Area",Percent Change in Real GDP,.10567038,1,Midsized,145,56
2014-2019,36100,"Ocala, FL Metropolitan Statistical Area",Percent Change in Real GDP,.14321673,1,Midsized,59,22
2018-2019,36100,"Ocala, FL Metropolitan Statistical Area",Percent Change in Real GDP,.0065892572,1,Midsized,68,28
2009-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Percent Change in Real GDP,.01765454,0,,,
2014-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Percent Change in Real GDP,.067112684,0,,,
2018-2019,36140,"Ocean City, NJ Metropolitan Statistical Area",Percent Change in Real GDP,.0023015661,0,,,
2009-2019,36220,"Odessa, TX Metropolitan Statistical Area",Percent Change in Real GDP,.73302811,0,,,
2014-2019,36220,"Odessa, TX Metropolitan Statistical Area",Percent Change in Real GDP,.10392455,0,,,
2018-2019,36220,"Odessa, TX Metropolitan Statistical Area",Percent Change in Real GDP,.078788407,0,,,
2009-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Percent Change in Real GDP,.30927119,1,Large,28,5
2014-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Percent Change in Real GDP,.20470794,1,Large,21,9
2018-2019,36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",Percent Change in Real GDP,.010561564,1,Large,43,12
2009-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Percent Change in Real GDP,.126747,0,,,
2014-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Percent Change in Real GDP,.064124569,0,,,
2018-2019,36300,"Ogdensburg-Massena, NY Micropolitan Statistical Area",Percent Change in Real GDP,-.010230326,0,,,
2009-2019,36340,"Oil City, PA Micropolitan Statistical Area",Percent Change in Real GDP,-.025367819,0,,,
2014-2019,36340,"Oil City, PA Micropolitan Statistical Area",Percent Change in Real GDP,-.025631426,0,,,
2018-2019,36340,"Oil City, PA Micropolitan Statistical Area",Percent Change in Real GDP,.018186226,0,,,
2009-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Percent Change in Real GDP,.1241872,0,,,
2014-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Percent Change in Real GDP,.10750626,0,,,
2018-2019,36380,"Okeechobee, FL Micropolitan Statistical Area",Percent Change in Real GDP,.015505756,0,,,
2009-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Percent Change in Real GDP,.27139649,1,Very Large,39,19
2014-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Percent Change in Real GDP,.068128079,1,Very Large,132,42
2018-2019,36420,"Oklahoma City, OK Metropolitan Statistical Area",Percent Change in Real GDP,.029973576,1,Very Large,8,1
2009-2019,36460,"Olean, NY Micropolitan Statistical Area",Percent Change in Real GDP,.010590571,0,,,
2014-2019,36460,"Olean, NY Micropolitan Statistical Area",Percent Change in Real GDP,-.039689776,0,,,
2018-2019,36460,"Olean, NY Micropolitan Statistical Area",Percent Change in Real GDP,-.0079347473,0,,,
2009-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Percent Change in Real GDP,.16530247,1,Midsized,114,46
2014-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Percent Change in Real GDP,.16056086,1,Midsized,44,15
2018-2019,36500,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",Percent Change in Real GDP,.003112555,1,Midsized,116,47
2009-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Percent Change in Real GDP,.22873576,1,Large,62,13
2014-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Percent Change in Real GDP,.091260239,1,Large,105,30
2018-2019,36540,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",Percent Change in Real GDP,.0041778618,1,Large,97,27
2009-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Percent Change in Real GDP,.051467206,0,,,
2014-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Percent Change in Real GDP,.04502055,0,,,
2018-2019,36580,"Oneonta, NY Micropolitan Statistical Area",Percent Change in Real GDP,-.011421776,0,,,
2009-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Percent Change in Real GDP,.13509516,0,,,
2014-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Percent Change in Real GDP,.10647667,0,,,
2018-2019,36620,"Ontario, OR-ID Micropolitan Statistical Area",Percent Change in Real GDP,.015219383,0,,,
2009-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Percent Change in Real GDP,.0092325434,0,,,
2014-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Percent Change in Real GDP,-.020568486,0,,,
2018-2019,36660,"Opelousas, LA Micropolitan Statistical Area",Percent Change in Real GDP,.00042182801,0,,,
2009-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Percent Change in Real GDP,-.015465577,0,,,
2014-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Percent Change in Real GDP,.055271223,0,,,
2018-2019,36700,"Orangeburg, SC Micropolitan Statistical Area",Percent Change in Real GDP,-.011096391,0,,,
2009-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Percent Change in Real GDP,.35942143,1,Very Large,15,9
2014-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Percent Change in Real GDP,.23491415,1,Very Large,11,6
2018-2019,36740,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",Percent Change in Real GDP,.011393041,1,Very Large,42,15
2009-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Percent Change in Real GDP,.23132792,0,,,
2014-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Percent Change in Real GDP,.074178293,0,,,
2018-2019,36780,"Oshkosh-Neenah, WI Metropolitan Statistical Area",Percent Change in Real GDP,.028652806,0,,,
2009-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.13739714,0,,,
2014-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.083762914,0,,,
2018-2019,36820,"Oskaloosa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.013999399,0,,,
2009-2019,36830,"Othello, WA Micropolitan Statistical Area",Percent Change in Real GDP,.21240966,0,,,
2014-2019,36830,"Othello, WA Micropolitan Statistical Area",Percent Change in Real GDP,.080617279,0,,,
2018-2019,36830,"Othello, WA Micropolitan Statistical Area",Percent Change in Real GDP,-.001759287,0,,,
2009-2019,36837,"Ottawa, IL Micropolitan Statistical Area",Percent Change in Real GDP,.072322197,0,,,
2014-2019,36837,"Ottawa, IL Micropolitan Statistical Area",Percent Change in Real GDP,.01819488,0,,,
2018-2019,36837,"Ottawa, IL Micropolitan Statistical Area",Percent Change in Real GDP,.0025175239,0,,,
2009-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Percent Change in Real GDP,.076770477,0,,,
2014-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Percent Change in Real GDP,.0484505,0,,,
2018-2019,36840,"Ottawa, KS Micropolitan Statistical Area",Percent Change in Real GDP,.015471164,0,,,
2009-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.036889829,0,,,
2014-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.0030872819,0,,,
2018-2019,36900,"Ottumwa, IA Micropolitan Statistical Area",Percent Change in Real GDP,.011906259,0,,,
2009-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Percent Change in Real GDP,.082709506,0,,,
2014-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Percent Change in Real GDP,.08697743,0,,,
2018-2019,36940,"Owatonna, MN Micropolitan Statistical Area",Percent Change in Real GDP,.019546529,0,,,
2009-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Percent Change in Real GDP,.20677194,0,,,
2014-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Percent Change in Real GDP,.070043162,0,,,
2018-2019,36980,"Owensboro, KY Metropolitan Statistical Area",Percent Change in Real GDP,.022059336,0,,,
2009-2019,37060,"Oxford, MS Micropolitan Statistical Area",Percent Change in Real GDP,.29704207,0,,,
2014-2019,37060,"Oxford, MS Micropolitan Statistical Area",Percent Change in Real GDP,.14388995,0,,,
2018-2019,37060,"Oxford, MS Micropolitan Statistical Area",Percent Change in Real GDP,.027371962,0,,,
2009-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Percent Change in Real GDP,.044612881,1,Large,168,51
2014-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Percent Change in Real GDP,-.033735301,1,Large,187,57
2018-2019,37100,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",Percent Change in Real GDP,.0059857932,1,Large,76,21
2009-2019,37120,"Ozark, AL Micropolitan Statistical Area",Percent Change in Real GDP,-.083128177,0,,,
2014-2019,37120,"Ozark, AL Micropolitan Statistical Area",Percent Change in Real GDP,-.020069137,0,,,
2018-2019,37120,"Ozark, AL Micropolitan Statistical Area",Percent Change in Real GDP,-.01231581,0,,,
2009-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Percent Change in Real GDP,-.054304879,0,,,
2014-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Percent Change in Real GDP,-.068561696,0,,,
2018-2019,37140,"Paducah, KY-IL Micropolitan Statistical Area",Percent Change in Real GDP,.00027542899,0,,,
2009-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Percent Change in Real GDP,.18750833,0,,,
2014-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Percent Change in Real GDP,.21692809,0,,,
2018-2019,37220,"Pahrump, NV Micropolitan Statistical Area",Percent Change in Real GDP,.05145688,0,,,
2009-2019,37260,"Palatka, FL Micropolitan Statistical Area",Percent Change in Real GDP,-.13261151,0,,,
2014-2019,37260,"Palatka, FL Micropolitan Statistical Area",Percent Change in Real GDP,.0722702,0,,,
2018-2019,37260,"Palatka, FL Micropolitan Statistical Area",Percent Change in Real GDP,.0040464462,0,,,
2009-2019,37300,"Palestine, TX Micropolitan Statistical Area",Percent Change in Real GDP,.19587669,0,,,
2014-2019,37300,"Palestine, TX Micropolitan Statistical Area",Percent Change in Real GDP,.065600909,0,,,
2018-2019,37300,"Palestine, TX Micropolitan Statistical Area",Percent Change in Real GDP,.025863504,0,,,
2009-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Percent Change in Real GDP,.12613454,1,Large,134,41
2014-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Percent Change in Real GDP,.21775113,1,Large,16,6
2018-2019,37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",Percent Change in Real GDP,.02200575,1,Large,16,4
2009-2019,37420,"Pampa, TX Micropolitan Statistical Area",Percent Change in Real GDP,.26017344,0,,,
2014-2019,37420,"Pampa, TX Micropolitan Statistical Area",Percent Change in Real GDP,.051736906,0,,,
2018-2019,37420,"Pampa, TX Micropolitan Statistical Area",Percent Change in Real GDP,.053836178,0,,,
2009-2019,37460,"Panama City, FL Metropolitan Statistical Area",Percent Change in Real GDP,.067468576,0,,,
2014-2019,37460,"Panama City, FL Metropolitan Statistical Area",Percent Change in Real GDP,.074518055,0,,,
2018-2019,37460,"Panama City, FL Metropolitan Statistical Area",Percent Change in Real GDP,-.005205072,0,,,
2009-2019,37500,"Paragould, AR Micropolitan Statistical Area",Percent Change in Real GDP,.32193822,0,,,
2014-2019,37500,"Paragould, AR Micropolitan Statistical Area",Percent Change in Real GDP,.070885926,0,,,
2018-2019,37500,"Paragould, AR Micropolitan Statistical Area",Percent Change in Real GDP,.01972001,0,,,
2009-2019,37540,"Paris, TN Micropolitan Statistical Area",Percent Change in Real GDP,.2133121,0,,,
2014-2019,37540,"Paris, TN Micropolitan Statistical Area",Percent Change in Real GDP,.11271895,0,,,
2018-2019,37540,"Paris, TN Micropolitan Statistical Area",Percent Change in Real GDP,-.002913032,0,,,
2009-2019,37580,"Paris, TX Micropolitan Statistical Area",Percent Change in Real GDP,.1658664,0,,,
2014-2019,37580,"Paris, TX Micropolitan Statistical Area",Percent Change in Real GDP,.083580904,0,,,
2018-2019,37580,"Paris, TX Micropolitan Statistical Area",Percent Change in Real GDP,.010819153,0,,,
2009-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Percent Change in Real GDP,-.060872976,0,,,
2014-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Percent Change in Real GDP,-.052596822,0,,,
2018-2019,37620,"Parkersburg-Vienna, WV Metropolitan Statistical Area",Percent Change in Real GDP,.0056570559,0,,,
2009-2019,37660,"Parsons, KS Micropolitan Statistical Area",Percent Change in Real GDP,.032211076,0,,,
2014-2019,37660,"Parsons, KS Micropolitan Statistical Area",Percent Change in Real GDP,.030968169,0,,,
2018-2019,37660,"Parsons, KS Micropolitan Statistical Area",Percent Change in Real GDP,.0047708931,0,,,
2009-2019,37740,"Payson, AZ Micropolitan Statistical Area",Percent Change in Real GDP,.20325373,0,,,
2014-2019,37740,"Payson, AZ Micropolitan Statistical Area",Percent Change in Real GDP,.045241047,0,,,
2018-2019,37740,"Payson, AZ Micropolitan Statistical Area",Percent Change in Real GDP,.03471078,0,,,
2009-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Percent Change in Real GDP,1.1383846,0,,,
2014-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Percent Change in Real GDP,-.027449241,0,,,
2018-2019,37770,"Pearsall, TX Micropolitan Statistical Area",Percent Change in Real GDP,.03243437,0,,,
2009-2019,37780,"Pecos, TX Micropolitan Statistical Area",Percent Change in Real GDP,2.4340367,0,,,
2014-2019,37780,"Pecos, TX Micropolitan Statistical Area",Percent Change in Real GDP,1.5216781,0,,,
2018-2019,37780,"Pecos, TX Micropolitan Statistical Area",Percent Change in Real GDP,.18527152,0,,,
