year,cbsa,cbsaname,education,indicator,value,topmetro,metrosize,overallrank,sizerank
2018-2019,31060,"Los Alamos, NM",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01997,0,,,
2009-2019,31080,"Los Angeles-Long Beach-Anaheim, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.019559,1,Very Large,69,17
2014-2019,31080,"Los Angeles-Long Beach-Anaheim, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.014316,1,Very Large,100,32
2018-2019,31080,"Los Angeles-Long Beach-Anaheim, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.012584,1,Very Large,61,10
2009-2019,31140,"Louisville/Jefferson County, KY-IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.001895,1,Very Large,125,42
2014-2019,31140,"Louisville/Jefferson County, KY-IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.040089,1,Very Large,175,53
2018-2019,31140,"Louisville/Jefferson County, KY-IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.008344,1,Very Large,76,18
2009-2019,31180,"Lubbock, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.015869999,1,Midsized,147,61
2014-2019,31180,"Lubbock, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.055217002,1,Midsized,182,73
2018-2019,31180,"Lubbock, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.045412999,1,Midsized,182,73
2009-2019,31220,"Ludington, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.069072999,0,,,
2014-2019,31220,"Ludington, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.020339999,0,,,
2018-2019,31220,"Ludington, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.013502,0,,,
2009-2019,31260,"Lufkin, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.005898,0,,,
2014-2019,31260,"Lufkin, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.02781,0,,,
2018-2019,31260,"Lufkin, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.041221,0,,,
2009-2019,31300,"Lumberton, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.021260001,0,,,
2014-2019,31300,"Lumberton, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.010546,0,,,
2018-2019,31300,"Lumberton, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.008891,0,,,
2009-2019,31340,"Lynchburg, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.018373,1,Midsized,71,38
2014-2019,31340,"Lynchburg, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.098442003,1,Midsized,6,6
2018-2019,31340,"Lynchburg, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.035330001,1,Midsized,171,67
2009-2019,31380,"Macomb, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.171663,0,,,
2014-2019,31380,"Macomb, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.12762301,0,,,
2018-2019,31380,"Macomb, IL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.14566,0,,,
2009-2019,31420,"Macon-Bibb County, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.011001,0,,,
2014-2019,31420,"Macon-Bibb County, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.060642,0,,,
2018-2019,31420,"Macon-Bibb County, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.055252001,0,,,
2009-2019,31460,"Madera, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.033518001,0,,,
2014-2019,31460,"Madera, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.027298,0,,,
2018-2019,31460,"Madera, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.054492999,0,,,
2009-2019,31500,"Madison, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.20754699,0,,,
2014-2019,31500,"Madison, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.238414,0,,,
2018-2019,31500,"Madison, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.17944799,0,,,
2009-2019,31540,"Madison, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.058869999,1,Large,181,54
2014-2019,31540,"Madison, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.050287999,1,Large,32,8
2018-2019,31540,"Madison, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.004635,1,Large,113,33
2009-2019,31580,"Madisonville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.149947,0,,,
2014-2019,31580,"Madisonville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.058959998,0,,,
2018-2019,31580,"Madisonville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.042575002,0,,,
2009-2019,31620,"Magnolia, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.008103,0,,,
2014-2019,31620,"Magnolia, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.041018002,0,,,
2018-2019,31620,"Magnolia, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.052285001,0,,,
2009-2019,31660,"Malone, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.060042001,0,,,
2014-2019,31660,"Malone, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.023606,0,,,
2018-2019,31660,"Malone, NY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.044831999,0,,,
2009-2019,31680,"Malvern, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.114255,0,,,
2014-2019,31680,"Malvern, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.204356,0,,,
2018-2019,31680,"Malvern, AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.036237001,0,,,
2009-2019,31700,"Manchester-Nashua, NH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.017046999,1,Midsized,74,40
2014-2019,31700,"Manchester-Nashua, NH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.006937,1,Midsized,145,56
2018-2019,31700,"Manchester-Nashua, NH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.020578001,1,Midsized,150,56
2009-2019,31740,"Manhattan, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.061512001,0,,,
2014-2019,31740,"Manhattan, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.051298,0,,,
2018-2019,31740,"Manhattan, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.039994001,0,,,
2009-2019,31820,"Manitowoc, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.123003,0,,,
2014-2019,31820,"Manitowoc, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.029453,0,,,
2018-2019,31820,"Manitowoc, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.207517,0,,,
2009-2019,31860,"Mankato, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.115013,0,,,
2014-2019,31860,"Mankato, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.080349997,0,,,
2018-2019,31860,"Mankato, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.036761001,0,,,
2009-2019,31900,"Mansfield, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.106376,0,,,
2014-2019,31900,"Mansfield, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.115309,0,,,
2018-2019,31900,"Mansfield, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.056756999,0,,,
2009-2019,31930,"Marietta, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.012868,0,,,
2014-2019,31930,"Marietta, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.144942,0,,,
2018-2019,31930,"Marietta, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.118061,0,,,
2009-2019,31940,"Marinette, WI-MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.063097998,0,,,
2014-2019,31940,"Marinette, WI-MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.08591,0,,,
2018-2019,31940,"Marinette, WI-MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.064470999,0,,,
2009-2019,31980,"Marion, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.004681,0,,,
2014-2019,31980,"Marion, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.120813,0,,,
2018-2019,31980,"Marion, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.083359003,0,,,
2009-2019,32000,"Marion, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.071331002,0,,,
2014-2019,32000,"Marion, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.004358,0,,,
2018-2019,32000,"Marion, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.006264,0,,,
2009-2019,32020,"Marion, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.036086999,0,,,
2014-2019,32020,"Marion, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.011443,0,,,
2018-2019,32020,"Marion, OH",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.112885,0,,,
2009-2019,32100,"Marquette, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.112322,0,,,
2014-2019,32100,"Marquette, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.042371001,0,,,
2018-2019,32100,"Marquette, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.050650001,0,,,
2009-2019,32140,"Marshall, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.019014001,0,,,
2014-2019,32140,"Marshall, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.072756,0,,,
2018-2019,32140,"Marshall, MN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.13676099,0,,,
2009-2019,32180,"Marshall, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.122969,0,,,
2014-2019,32180,"Marshall, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.087295003,0,,,
2018-2019,32180,"Marshall, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.039230999,0,,,
2009-2019,32260,"Marshalltown, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.097539999,0,,,
2014-2019,32260,"Marshalltown, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.175695,0,,,
2018-2019,32260,"Marshalltown, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.199292,0,,,
2009-2019,32280,"Martin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.022855001,0,,,
2014-2019,32280,"Martin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.017449999,0,,,
2018-2019,32280,"Martin, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.00539,0,,,
2009-2019,32300,"Martinsville, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.066767,0,,,
2014-2019,32300,"Martinsville, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.028955,0,,,
2018-2019,32300,"Martinsville, VA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.003344,0,,,
2009-2019,32340,"Maryville, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.017693,0,,,
2014-2019,32340,"Maryville, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.092427,0,,,
2018-2019,32340,"Maryville, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.14455201,0,,,
2009-2019,32380,"Mason City, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.106503,0,,,
2014-2019,32380,"Mason City, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.200973,0,,,
2018-2019,32380,"Mason City, IA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.233436,0,,,
2009-2019,32460,"Mayfield, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.148059,0,,,
2014-2019,32460,"Mayfield, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.114344,0,,,
2018-2019,32460,"Mayfield, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.024602,0,,,
2009-2019,32500,"Maysville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.14277799,0,,,
2014-2019,32500,"Maysville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.322301,0,,,
2018-2019,32500,"Maysville, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.050946999,0,,,
2009-2019,32540,"McAlester, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01409,0,,,
2014-2019,32540,"McAlester, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.005,0,,,
2018-2019,32540,"McAlester, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.013363,0,,,
2009-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.062591001,1,Large,14,7
2014-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.018104,1,Large,95,29
2018-2019,32580,"McAllen-Edinburg-Mission, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.046610001,1,Large,14,5
2009-2019,32620,"McComb, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.014839,0,,,
2014-2019,32620,"McComb, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.088432997,0,,,
2018-2019,32620,"McComb, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.070106998,0,,,
2009-2019,32660,"McMinnville, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.017912,0,,,
2014-2019,32660,"McMinnville, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.107973,0,,,
2018-2019,32660,"McMinnville, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.006938,0,,,
2009-2019,32700,"McPherson, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.030148,0,,,
2014-2019,32700,"McPherson, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.14877,0,,,
2018-2019,32700,"McPherson, KS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.05937,0,,,
2009-2019,32740,"Meadville, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.19108,0,,,
2014-2019,32740,"Meadville, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.134911,0,,,
2018-2019,32740,"Meadville, PA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.069476999,0,,,
2009-2019,32780,"Medford, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.055259999,0,,,
2014-2019,32780,"Medford, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.010605,0,,,
2018-2019,32780,"Medford, OR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.015292,0,,,
2009-2019,32820,"Memphis, TN-MS-AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.008103,1,Very Large,100,30
2014-2019,32820,"Memphis, TN-MS-AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.009792,1,Very Large,112,37
2018-2019,32820,"Memphis, TN-MS-AR",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.009983,1,Very Large,127,43
2009-2019,32860,"Menomonie, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.076810002,0,,,
2014-2019,32860,"Menomonie, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.030611999,0,,,
2018-2019,32860,"Menomonie, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.172078,0,,,
2009-2019,32900,"Merced, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.016806001,1,Midsized,75,41
2014-2019,32900,"Merced, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.007856,1,Midsized,146,57
2018-2019,32900,"Merced, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.064138003,1,Midsized,189,79
2009-2019,32940,"Meridian, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.028929999,0,,,
2014-2019,32940,"Meridian, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.062286999,0,,,
2018-2019,32940,"Meridian, MS",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.026408,0,,,
2009-2019,33020,"Mexico, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.070031002,0,,,
2014-2019,33020,"Mexico, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.241202,0,,,
2018-2019,33020,"Mexico, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.091926001,0,,,
2009-2019,33060,"Miami, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.048317999,0,,,
2014-2019,33060,"Miami, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.034058999,0,,,
2018-2019,33060,"Miami, OK",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.066892996,0,,,
2009-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.000574,1,Very Large,119,38
2014-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.018754,1,Very Large,93,28
2018-2019,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.002333,1,Very Large,104,34
2009-2019,33140,"Michigan City-La Porte, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.035457,0,,,
2014-2019,33140,"Michigan City-La Porte, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.144217,0,,,
2018-2019,33140,"Michigan City-La Porte, IN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.038254999,0,,,
2009-2019,33180,"Middlesborough, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.154127,0,,,
2014-2019,33180,"Middlesborough, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.224888,0,,,
2018-2019,33180,"Middlesborough, KY",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.095283002,0,,,
2009-2019,33220,"Midland, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.016686,0,,,
2014-2019,33220,"Midland, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.005764,0,,,
2018-2019,33220,"Midland, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.068654001,0,,,
2009-2019,33260,"Midland, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.11191,0,,,
2014-2019,33260,"Midland, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.104998,0,,,
2018-2019,33260,"Midland, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.031458002,0,,,
2009-2019,33300,"Milledgeville, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.022807,0,,,
2014-2019,33300,"Milledgeville, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.054855,0,,,
2018-2019,33300,"Milledgeville, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.044482999,0,,,
2009-2019,33340,"Milwaukee-Waukesha, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.046934001,1,Very Large,26,4
2014-2019,33340,"Milwaukee-Waukesha, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.079782002,1,Very Large,15,1
2018-2019,33340,"Milwaukee-Waukesha, WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.017405,1,Very Large,50,8
2009-2019,33380,"Minden, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.042312998,0,,,
2014-2019,33380,"Minden, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.066630997,0,,,
2018-2019,33380,"Minden, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.089061998,0,,,
2009-2019,33420,"Mineral Wells, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.006189,0,,,
2014-2019,33420,"Mineral Wells, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.034380998,0,,,
2018-2019,33420,"Mineral Wells, TX",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.016086999,0,,,
2009-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.009426,1,Very Large,96,28
2014-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.031840999,1,Very Large,59,13
2018-2019,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.000379,1,Very Large,100,31
2009-2019,33500,"Minot, ND",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.038756002,0,,,
2014-2019,33500,"Minot, ND",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.049465001,0,,,
2018-2019,33500,"Minot, ND",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.020493999,0,,,
2009-2019,33540,"Missoula, MT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.032736,0,,,
2014-2019,33540,"Missoula, MT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.055296,0,,,
2018-2019,33540,"Missoula, MT",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.065209001,0,,,
2009-2019,33580,"Mitchell, SD",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.118145,0,,,
2014-2019,33580,"Mitchell, SD",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.034267001,0,,,
2018-2019,33580,"Mitchell, SD",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.126799,0,,,
2009-2019,33620,"Moberly, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.155395,0,,,
2014-2019,33620,"Moberly, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.086483002,0,,,
2018-2019,33620,"Moberly, MO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.038299002,0,,,
2009-2019,33660,"Mobile, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.030146999,1,Midsized,51,29
2014-2019,33660,"Mobile, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.035886001,1,Midsized,51,29
2018-2019,33660,"Mobile, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.01513,1,Midsized,56,28
2009-2019,33700,"Modesto, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.017096,1,Large,148,40
2014-2019,33700,"Modesto, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.048546001,1,Large,34,9
2018-2019,33700,"Modesto, CA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.013667,1,Large,134,42
2009-2019,33740,"Monroe, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.025494,0,,,
2014-2019,33740,"Monroe, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.049304999,0,,,
2018-2019,33740,"Monroe, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.118,0,,,
2009-2019,33780,"Monroe, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.115042,0,,,
2014-2019,33780,"Monroe, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.042103998,0,,,
2018-2019,33780,"Monroe, MI",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.138744,0,,,
2009-2019,33860,"Montgomery, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.054609999,1,Midsized,18,10
2014-2019,33860,"Montgomery, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.028907999,1,Midsized,64,32
2018-2019,33860,"Montgomery, AL",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.015349,1,Midsized,55,27
2009-2019,33940,"Montrose, CO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.030136,0,,,
2014-2019,33940,"Montrose, CO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.062291998,0,,,
2018-2019,33940,"Montrose, CO",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.00677,0,,,
2009-2019,33980,"Morehead City, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.054637,0,,,
2014-2019,33980,"Morehead City, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.025251999,0,,,
2018-2019,33980,"Morehead City, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.077463999,0,,,
2009-2019,34020,"Morgan City, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.003279,0,,,
2014-2019,34020,"Morgan City, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.019846,0,,,
2018-2019,34020,"Morgan City, LA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.077380002,0,,,
2009-2019,34060,"Morgantown, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.24718501,0,,,
2014-2019,34060,"Morgantown, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.098411001,0,,,
2018-2019,34060,"Morgantown, WV",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.22155499,0,,,
2009-2019,34100,"Morristown, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.071290001,0,,,
2014-2019,34100,"Morristown, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.030006001,0,,,
2018-2019,34100,"Morristown, TN",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.049821001,0,,,
2009-2019,34140,"Moscow, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.050505001,0,,,
2014-2019,34140,"Moscow, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.135516,0,,,
2018-2019,34140,"Moscow, ID",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.023050001,0,,,
2009-2019,34180,"Moses Lake, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.084977999,0,,,
2014-2019,34180,"Moses Lake, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.082916997,0,,,
2018-2019,34180,"Moses Lake, WA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.039710999,0,,,
2009-2019,34220,"Moultrie, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.106296,0,,,
2014-2019,34220,"Moultrie, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.119401,0,,,
2018-2019,34220,"Moultrie, GA",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,0.021628,0,,,
2009-2019,34340,"Mount Airy, NC",Total,Percentage-Point Change in Relative Income Poverty Rate Gap,-0.166298,0,,,
